ç
"Município","ibge","latitude","longitude","/Energia Elétr...a/Consumo/Rural 1991 (MWh)"
"São Jorge","4318440","-28.498400000000","-51.706400000000","765"
"São José do Hortêncio","4318481","-29.527999999990","-51.245000000000","865"
"São José do Norte","4318507","-32.015099999990","-52.033099999990","..."
"São José do Ouro","4318606","-27.770700000000","-51.596600000000","1.971"
"São Leopoldo","4318705","-29.754500000000","-51.149799999990","236"
"São Lourenço do Sul","4318804","-31.356400000000","-51.971499999990","10.112"
"São Luiz Gonzaga","4318903","-28.411999999990","-54.955900000000","12.339"
"São Marcos","4319000","-28.967700000000","-51.069600000000","2.291"
"São Martinho","4319109","-27.711200000000","-53.969900000000","1.668"
"São Nicolau","4319208","-28.183399999990","-55.265400000000","616"
"São Paulo das Missões","4319307","-28.019500000000","-54.940399999990","1.234"
"São Pedro do Sul","4319406","-29.620200000000","-54.185499999990","2.512"
"São Sebastião do Caí","4319505","-29.588500000000","-51.374899999990","1.623"
"São Sepé","4319604","-30.164300000000","-53.560299999990","7.959"
"São Valentim","4319703","-27.558299999990","-52.523699999990","1.282"
"São Vendelino","4319752","-29.372900000000","-51.367500000000","296"
"São Vicente do Sul","4319802","-29.688199999990","-54.682600000000","4.048"
"Sapiranga","4319901","-29.634899999990","-51.006500000000","1.122"
"Sapucaia do Sul","4320008","-29.827600000000","-51.145000000000","241"
"Sarandi","4320107","-27.942000000000","-52.923099999990","3.269"
"Seberi","4320206","-27.482900000000","-53.402600000000","1.344"
"Sede Nova","4320230","-27.636700000000","-53.949300000000","846"
"Segredo","4320263","-29.352300000000","-52.976700000000","1.203"
"Selbach","4320305","-28.629400000000","-52.949800000000","21"
"Serafina Corrêa","4320404","-28.712599999990","-51.935299999990","1.790"
"Sertão","4320503","-27.979800000000","-52.258800000000","3.232"
"Severiano de Almeida","4320602","-27.436199999990","-52.121699999990","1.028"
"Sobradinho","4320701","-29.419400000000","-53.032600000000","2.367"
"Soledade","4320800","-28.830600000000","-52.513100000000","4.969"
"Tapejara","4320909","-28.065200000000","-52.009700000000","7.938"
"Tapera","4321006","-28.627700000000","-52.861199999990","5.422"
"Tapes","4321105","-30.668299999990","-51.399099999990","5.384"
"Taquara","4321204","-29.650500000000","-50.775300000000","3.851"
"Taquari","4321303","-29.794300000000","-51.865299999990","13.286"
"Taquaruçu do Sul","4321329","-27.400400000000","-53.470300000000","300"
"Tavares","4321352","-31.284300000000","-51.088000000000","724"
"Tenente Portela","4321402","-27.371099999990","-53.758499999990","3.125"
"Terra de Areia","4321436","-29.578199999990","-50.064399999990","1.928"
"Teutônia","4321451","-29.448200000000","-51.804400000000","234"
"Torres","4321501","-29.333400000000","-49.733300000000","7.862"
"Tramandaí","4321600","-29.984100000000","-50.132199999990","444"
"Três Arroios","4321634","-27.500299999990","-52.144799999990","893"
"Três Cachoeiras","4321667","-29.448699999990","-49.927500000000","1.443"
"Três Coroas","4321709","-29.513700000000","-50.773899999990","368"
"Três de Maio","4321808","-27.780000000000","-54.235700000000","7.179"
"Três Palmeiras","4321857","-27.613900000000","-52.843699999990","610"
"Três Passos","4321907","-27.455500000000","-53.929600000000","6.316"
"Trindade do Sul","4321956","-27.523900000000","-52.895600000000","600"
"Triunfo","4322004","-29.929099999990","-51.707500000000","8.380"
"Tucunduva","4322103","-27.657299999990","-54.443899999990","3.774"
"Tupanciretã","4322202","-29.085799999990","-53.844499999990","3.431"
"Tupandi","4322251","-29.477200000000","-51.417400000000","634"
"Tuparendi","4322301","-27.759799999990","-54.481400000000","4.333"
"Uruguaiana","4322400","-29.761399999990","-57.085299999990","107.462"
"Vacaria","4322509","-28.507899999990","-50.941800000000","4.007"
"Vanini","4322558","-28.475800000000","-51.844700000000","272"
"Venâncio Aires","4322608","-29.614300000000","-52.193199999990","10.328"
"Vera Cruz","4322707","-29.718399999990","-52.515200000000","3.269"
"Veranópolis","4322806","-28.931200000000","-51.551600000000","1.762"
"Viadutos","4322905","-27.571600000000","-52.021099999990","1.992"
"Viamão","4323002","-30.081900000000","-51.019399999990","10.881"
"Vicente Dutra","4323101","-27.160799999990","-53.402200000000","405"
"Victor Graeff","4323200","-28.563199999990","-52.749499999990","1.472"
"Vila Flores","4323309","-28.859800000000","-51.550400000000","711"
"Vila Maria","4323408","-28.535900000000","-52.148699999990","278"
"Vista Alegre","4323507","-27.368600000000","-53.491900000000","260"
"Vista Alegre do Prata","4323606","-28.805199999990","-51.794600000000","463"
"Vista Gaúcha","4323705","-27.290199999990","-53.697400000000","691"
