ç
"Município","ibge","latitude","longitude","/Energia Elétr...umo/Residencial 2007 (MWh)"
"Palmitinho","4313805","-27.359600000000","-53.558000000000","1.484"
"Pantano Grande","4313953","-30.190100000000","-52.372900000000","4.318"
"Paraí","4314001","-28.596399999990","-51.789600000000","2.299"
"Paraíso do Sul","4314027","-29.671700000000","-53.143999999990","336"
"Pareci Novo","4314035","-29.636500000000","-51.397399999990","857"
"Parobé","4314050","-29.624300000000","-50.831200000000","28.535"
"Passa Sete","4314068","-29.457699999990","-52.959899999990","248"
"Passo do Sobrado","4314076","-29.748000000000","-52.274799999990","1.053"
"Passo Fundo","4314100","-28.257600000000","-52.409100000000","113.785"
"Paulo Bento","4314134","-27.697800000000","-52.426099999990","321"
"Paverama","4314159","-29.548500000000","-51.733899999990","1.305"
"Pedras Altas","4314175","-31.721699999990","-53.583799999990","422"
"Pedro Osório","4314209","-31.864200000000","-52.818399999990","3.654"
"Pejuçara","4314308","-28.428300000000","-53.657899999990","1.491"
"Pelotas","4314407","-31.764900000000","-52.337100000000","199.100"
"Picada Café","4314423","-29.446400000000","-51.136699999990","2.445"
"Pinhal da Serra","4314464","-27.863399999990","-51.170200000000","417"
"Pinhal Grande","4314472","-29.344999999990","-53.320700000000","848"
"Pinheirinho do Vale","4314498","-27.210899999990","-53.607999999990","633"
"Pinheiro Machado","4314506","-31.579400000000","-53.379800000000","4.947"
"Pirapó","4314555","-28.043900000000","-55.200099999990","381"
"Piratini","4314605","-31.447299999990","-53.097299999990","5.645"
"Planalto","4314704","-27.329699999990","-53.057500000000","3.092"
"Ponte Preta","4314787","-27.658700000000","-52.484800000000","278"
"Portão","4314803","-29.701499999990","-51.242899999990","18.858"
"Porto Alegre","4314902","-30.032778000000","-51.230000000000","1.188.227"
"Porto Lucena","4315008","-27.856900000000","-55.009999999990","1.229"
"Porto Mauá","4315057","-27.579599999990","-54.665700000000","685"
"Porto Vera Cruz","4315073","-27.740500000000","-54.899400000000","281"
"Porto Xavier","4315107","-27.908200000000","-55.137900000000","3.072"
"Presidente Lucena","4315149","-29.517600000000","-51.179800000000","818"
"Protásio Alves","4315172","-28.757200000000","-51.475700000000","253"
"Quaraí","4315305","-30.384000000000","-56.448300000000","11.078"
"Quatro Irmãos","4315313","-27.816299999990","-52.441899999990","425"
"Quevedos","4315321","-29.350400000000","-54.078899999990","480"
"Quinze de Novembro","4315354","-28.746500000000","-53.101100000000","1.005"
"Redentora","4315404","-27.664000000000","-53.640700000000","1.463"
"Relvado","4315453","-29.116399999990","-52.077800000000","549"
"Restinga Sêca","4315503","-29.818800000000","-53.380699999990","61"
"Rio dos Índios","4315552","-27.297300000000","-52.841700000000","337"
"Rio Grande","4315602","-32.034900000000","-52.107100000000","111.979"
"Rio Pardo","4315701","-29.988000000000","-52.371099999990","16.303"
"Riozinho","4315750","-29.638999999990","-50.448799999990","1.588"
"Roca Sales","4315800","-29.288399999990","-51.865800000000","4.376"
"Rolador","4315958","-28.257670000000","-54.818640000000","28"
"Rolante","4316006","-29.646200000000","-50.581899999990","8.771"
"Ronda Alta","4316105","-27.775800000000","-52.805599999990","2.922"
"Rondinha","4316204","-27.831499999990","-52.908099999990","1.251"
"Roque Gonzales","4316303","-28.129700000000","-55.026600000000","1.463"
"Rosário do Sul","4316402","-30.251500000000","-54.922100000000","18.864"
"Sagrada Família","4316428","-27.708500000000","-53.135100000000","372"
"Saldanha Marinho","4316436","-28.394100000000","-53.097000000000","1.071"
"Salto do Jacuí","4316451","-29.095099999990","-53.213299999990","5.389"
"Salvador das Missões","4316477","-28.123300000000","-54.837299999990","394"
"Salvador do Sul","4316501","-29.438600000000","-51.507700000000","35"
"Sananduva","4316600","-27.946999999990","-51.807899999990","5.440"
"Santa Bárbara do Sul","4316709","-28.365300000000","-53.250999999990","3.808"
"Santa Clara do Sul","4316758","-29.474699999990","-52.084299999990","16"
"Santa Cruz do Sul","4316808","-29.722000000000","-52.434300000000","78.005"
"Santa Margarida do Sul","4316972","-30.329599999990","-54.082299999990","145"
"Santa Maria","4316907","-29.686800000000","-53.814999999990","202.718"
"Santa Maria do Herval","4316956","-29.490200000000","-50.991900000000","2.419"
"Santa Rosa","4317202","-27.870200000000","-54.479599999990","36.454"
"Santa Tereza","4317251","-29.165500000000","-51.735100000000","501"
"Santa Vitória do Palmar","4317301","-33.524999999990","-53.371699999990","12.643"
"Santana da Boa Vista","4317004","-30.869700000000","-53.109999999990","1.928"
"Santana do Livramento","4317103","-30.887699999990","-55.531500000000","43.250"
"Santiago","4317400","-29.189699999990","-54.866599999990","25.514"
"Santo Ângelo","4317509","-28.300100000000","-54.266800000000","42.841"
"Santo Antônio da Patrulha","4317608","-29.826799999990","-50.517499999990","18.022"
"Santo Antônio das Missões","4317707","-28.513999999990","-55.225099999990","261"
"Santo Antônio do Palma","4317558","-28.495600000000","-52.026699999990","303"
"Santo Augusto","4317806","-27.852599999990","-53.777600000000","5.369"
"Santo Cristo","4317905","-27.826300000000","-54.661999999990","4.504"
"Santo Expedito do Sul","4317954","-27.907399999990","-51.643300000000","26"
"São Borja","4318002","-28.657800000000","-56.003599999990","34.464"
"São Domingos do Sul","4318051","-28.531199999990","-51.886000000000","719"
"São Francisco de Assis","4318101","-29.554700000000","-55.125300000000","6.500"
"São Francisco de Paula","4318200","-29.440400000000","-50.582799999990","8.895"
"São Gabriel","4318309","-30.333700000000","-54.321700000000","28.838"
"São Jerônimo","4318408","-29.971599999990","-51.725099999990","10.656"
"São João da Urtiga","4318424","-27.819500000000","-51.825699999990","1.143"
"São João do Polêsine","4318432","-29.619399999990","-53.443899999990","1"
"São Jorge","4318440","-28.498400000000","-51.706400000000","925"
"São José das Missões","4318457","-27.778900000000","-53.122599999990","347"
"São José do Hortêncio","4318481","-29.527999999990","-51.245000000000","1.578"
"São José do Inhacorá","4318499","-27.725100000000","-54.127499999990","374"
"São José do Norte","4318507","-32.015099999990","-52.033099999990","8.284"
"São José do Ouro","4318606","-27.770700000000","-51.596600000000","2.548"
"São José do Sul","4318614","-29.529000000000","-51.487099999990","305"
"São José dos Ausentes","4318622","-28.747599999990","-50.067700000000","980"
"São Leopoldo","4318705","-29.754500000000","-51.149799999990","150.700"
"São Lourenço do Sul","4318804","-31.356400000000","-51.971499999990","13.777"
"São Luiz Gonzaga","4318903","-28.411999999990","-54.955900000000","15.916"
"São Marcos","4319000","-28.967700000000","-51.069600000000","10.283"
"São Martinho","4319109","-27.711200000000","-53.969900000000","1.842"
"São Martinho da Serra","4319125","-29.539700000000","-53.859000000000","651"
"São Miguel das Missões","4319158","-28.556000000000","-54.555900000000","18"
"São Nicolau","4319208","-28.183399999990","-55.265400000000","1.458"
"São Paulo das Missões","4319307","-28.019500000000","-54.940399999990","1.148"
"São Pedro das Missões","4319364","-27.773219999990","-53.250470000000","195"
"São Pedro do Butiá","4319372","-28.124300000000","-54.892600000000","644"
"São Pedro do Sul","4319406","-29.620200000000","-54.185499999990","6.910"
"São Sebastião do Caí","4319505","-29.588500000000","-51.374899999990","14.729"
"São Sepé","4319604","-30.164300000000","-53.560299999990","10.807"
"São Valentim","4319703","-27.558299999990","-52.523699999990","928"
"São Valentim do Sul","4319711","-29.045100000000","-51.768400000000","357"
"São Valério do Sul","4319737","-27.790600000000","-53.936799999990","389"
"São Vendelino","4319752","-29.372900000000","-51.367500000000","852"
"São Vicente do Sul","4319802","-29.688199999990","-54.682600000000","3.298"
"Sapiranga","4319901","-29.634899999990","-51.006500000000","49.305"
"Sapucaia do Sul","4320008","-29.827600000000","-51.145000000000","78.843"
"Sarandi","4320107","-27.942000000000","-52.923099999990","9.096"
"Seberi","4320206","-27.482900000000","-53.402600000000","2.767"
"Sede Nova","4320230","-27.636700000000","-53.949300000000","651"
"Segredo","4320263","-29.352300000000","-52.976700000000","774"
"Selbach","4320305","-28.629400000000","-52.949800000000","190"
"Senador Salgado Filho","4320321","-28.025000000000","-54.550699999990","1"
"Sentinela do Sul","4320354","-30.610700000000","-51.586199999990","946"
"Serafina Corrêa","4320404","-28.712599999990","-51.935299999990","6.111"
"Sério","4320453","-29.390400000000","-52.268500000000","13"
"Sertão","4320503","-27.979800000000","-52.258800000000","1.977"
"Sertão Santana","4320552","-30.456199999990","-51.601700000000","1.114"
"Sete de Setembro","4320578","-28.136199999990","-54.463700000000","284"
"Severiano de Almeida","4320602","-27.436199999990","-52.121699999990","885"
"Sinimbu","4320677","-29.535699999990","-52.530500000000","1.636"
"Sobradinho","4320701","-29.419400000000","-53.032600000000","6.665"
"Soledade","4320800","-28.830600000000","-52.513100000000","12.329"
"Tabaí","4320859","-29.643000000000","-51.682299999990","21"
"Tapejara","4320909","-28.065200000000","-52.009700000000","0"
"Tapera","4321006","-28.627700000000","-52.861199999990","4.946"
"Tapes","4321105","-30.668299999990","-51.399099999990","8.724"
"Taquara","4321204","-29.650500000000","-50.775300000000","32.891"
"Taquari","4321303","-29.794300000000","-51.865299999990","13.114"
"Taquaruçu do Sul","4321329","-27.400400000000","-53.470300000000","579"
"Tavares","4321352","-31.284300000000","-51.088000000000","1.729"
"Tenente Portela","4321402","-27.371099999990","-53.758499999990","4.249"
"Terra de Areia","4321436","-29.578199999990","-50.064399999990","4.377"
"Teutônia","4321451","-29.448200000000","-51.804400000000","61"
"Tio Hugo","4321469","-28.574040000000","-52.594900000000","2"
"Tiradentes do Sul","4321477","-27.402200000000","-54.081400000000","795"
"Toropi","4321493","-29.478200000000","-54.224400000000","503"
"Torres","4321501","-29.333400000000","-49.733300000000","31.783"
"Tramandaí","4321600","-29.984100000000","-50.132199999990","40.276"
"Travesseiro","4321626","-29.297699999990","-52.053199999990","2"
"Três Arroios","4321634","-27.500299999990","-52.144799999990","583"
"Três Cachoeiras","4321667","-29.448699999990","-49.927500000000","4.509"
"Três Coroas","4321709","-29.513700000000","-50.773899999990","13.941"
"Três de Maio","4321808","-27.780000000000","-54.235700000000","10.725"
"Três Forquilhas","4321832","-29.538399999990","-50.070799999990","352"
"Três Palmeiras","4321857","-27.613900000000","-52.843699999990","996"
"Três Passos","4321907","-27.455500000000","-53.929600000000","10.752"
"Trindade do Sul","4321956","-27.523900000000","-52.895600000000","1.397"
"Triunfo","4322004","-29.929099999990","-51.707500000000","7.885"
