ç
"Município","ibge","latitude","longitude","/Energia Elétr...umo/Residencial 1992 (MWh)"
"Campo Bom","4303905","-29.674700000000","-51.060600000000","23.942"
"Campo Novo","4304002","-27.679200000000","-53.805199999990","1.768"
"Candelária","4304200","-29.668399999990","-52.789499999990","4.319"
"Cândido Godói","4304309","-27.951499999990","-54.751700000000","936"
"Canela","4304408","-29.356000000000","-50.811900000000","10.235"
"Canguçu","4304507","-31.396000000000","-52.678199999990","4.487"
"Canoas","4304606","-29.912800000000","-51.185699999990","132.335"
"Capão da Canoa","4304630","-29.639700000000","-49.959899999990","26.341"
"Capão do Leão","4304663","-31.756499999990","-52.488900000000","4.276"
"Capela de Santana","4304689","-29.696100000000","-51.328000000000","2.226"
"Carlos Barbosa","4304804","-29.296900000000","-51.502899999990","5.411"
"Casca","4304903","-28.560500000000","-51.981499999990","1.730"
"Caseiros","4304952","-28.258199999990","-51.686100000000","205"
"Catuípe","4305009","-28.255400000000","-54.013199999990","2.208"
"Caxias do Sul","4305108","-29.162900000000","-51.179200000000","142.246"
"Cerro Grande do Sul","4305173","-30.590499999990","-51.741799999990","508"
"Cerro Largo","4305207","-28.146200000000","-54.742800000000","4.520"
"Charqueadas","4305355","-29.962500000000","-51.628900000000","9.916"
"Chiapetta","4305405","-27.922999999990","-53.941899999990","1.049"
"Cidreira","4305454","-30.160399999990","-50.233800000000","12.739"
"Ciríaco","4305504","-28.341899999990","-51.874099999990","558"
"Constantina","4305801","-27.731999999990","-52.993800000000","1.966"
"Coronel Bicaco","4305900","-27.719700000000","-53.702199999990","1.544"
"Cotiporã","4305959","-28.989100000000","-51.697099999990","530"
"Crissiumal","4306007","-27.499900000000","-54.099400000000","2.666"
"Cristal","4306056","-31.004600000000","-52.043599999990","946"
"Cruz Alta","4306106","-28.645000000000","-53.604799999990","26.667"
"Cruzeiro do Sul","4306205","-29.514800000000","-51.992800000000","2.651"
"David Canabarro","4306304","-28.384899999990","-51.848199999990","403"
"Dezesseis de Novembro","4306353","-28.219000000000","-55.061700000000","182"
"Dois Irmãos","4306403","-29.583600000000","-51.089799999990","8.016"
"Dois Lajeados","4306452","-28.983000000000","-51.839599999990","440"
"Dom Feliciano","4306502","-30.700399999990","-52.102600000000","723"
"Dom Pedrito","4306601","-30.975600000000","-54.669400000000","13.543"
"Doutor Maurício Cardoso","4306734","-27.510300000000","-54.357799999990","1.292"
"Eldorado do Sul","4306767","-30.084700000000","-51.618699999990","7.654"
"Encantado","4306809","-29.235099999990","-51.870300000000","7.208"
"Encruzilhada do Sul","4306908","-30.542999999990","-52.520400000000","3.798"
"Entre Rios do Sul","4306957","-27.529800000000","-52.734699999990","420"
"Entre-ijuís","4306932","-28.368600000000","-54.268599999990","1.341"
"Erebango","4306973","-27.854399999990","-52.300500000000","614"
"Erechim","4307005","-27.636399999990","-52.269700000000","29.941"
"Ernestina","4307054","-28.497699999990","-52.583599999990","300"
"Erval Grande","4307203","-27.392600000000","-52.573999999990","500"
"Erval Seco","4307302","-27.544300000000","-53.500500000000","1.214"
"Esmeralda","4307401","-28.051800000000","-51.193300000000","606"
"Espumoso","4307500","-28.728600000000","-52.846100000000","3.411"
"Estação","4307559","-27.913499999990","-52.263500000000","1.719"
"Estância Velha","4307609","-29.653500000000","-51.184300000000","14.002"
"Esteio","4307708","-29.852000000000","-51.184100000000","34.947"
"Estrela","4307807","-29.501600000000","-51.960500000000","10.545"
"Eugênio de Castro","4307831","-28.531500000000","-54.150599999990","358"
"Fagundes Varela","4307864","-28.879400000000","-51.701400000000","257"
"Farroupilha","4307906","-29.222700000000","-51.341900000000","17.062"
"Faxinalzinho","4308052","-27.423800000000","-52.678899999990","266"
"Feliz","4308102","-29.452700000000","-51.303199999990","4.390"
"Flores da Cunha","4308201","-29.026199999990","-51.187500000000","5.993"
"Formigueiro","4308409","-30.003499999990","-53.495899999990","941"
"Fortaleza dos Valos","4308458","-28.798600000000","-53.224899999990","569"
"Frederico Westphalen","4308508","-27.358599999990","-53.395800000000","7.653"
"Garibaldi","4308607","-29.259000000000","-51.535200000000","7.872"
"Gaurama","4308706","-27.585599999990","-52.091500000000","1.062"
"General Câmara","4308805","-29.903199999990","-51.761200000000","1.767"
"Getúlio Vargas","4308904","-27.891100000000","-52.229399999990","5.107"
"Giruá","4309001","-28.029699999990","-54.351700000000","5.304"
"Glorinha","4309050","-29.879799999990","-50.773400000000","1.676"
"Gramado","4309100","-29.373300000000","-50.876199999990","10.466"
"Gravataí","4309209","-29.941299999990","-50.986899999990","83.520"
"Guabiju","4309258","-28.542100000000","-51.694800000000","169"
"Guaíba","4309308","-30.108599999990","-51.323300000000","35.569"
"Guaporé","4309407","-28.839900000000","-51.889499999990","6.418"
"Guarani das Missões","4309506","-28.149100000000","-54.562899999990","1.909"
"Harmonia","4309555","-29.545600000000","-51.418500000000","545"
"Herval","4307104","-32.024000000000","-53.394399999990","1.107"
"Horizontina","4309605","-27.628200000000","-54.305300000000","6.285"
"Humaitá","4309704","-27.569099999990","-53.969499999990","1.189"
"Ibarama","4309753","-29.420300000000","-53.129500000000","232"
"Ibiraiaras","4309902","-28.374099999990","-51.637700000000","1.015"
"Ibirapuitã","4309951","-28.624700000000","-52.515799999990","402"
"Ibirubá","4310009","-28.630199999990","-53.096100000000","5.353"
"Igrejinha","4310108","-29.569299999990","-50.791899999990","9.209"
"Ijuí","4310207","-28.388100000000","-53.920000000000","5"
"Ilópolis","4310306","-28.928200000000","-52.125799999990","552"
"Imbé","4310330","-29.975300000000","-50.128100000000","11.475"
"Imigrante","4310363","-29.350800000000","-51.774700000000","366"
"Independência","4310405","-27.835400000000","-54.188600000000","1.144"
"Ipê","4310439","-28.817100000000","-51.285899999990","769"
"Ipiranga do Sul","4310462","-27.940400000000","-52.427100000000","234"
"Iraí","4310504","-27.195100000000","-53.254300000000","1.934"
"Itacurubi","4310553","-28.791300000000","-55.244700000000","282"
"Itaqui","4310603","-29.131000000000","-56.551499999990","14.930"
"Itatiba do Sul","4310702","-27.384599999990","-52.453800000000","433"
"Ivoti","4310801","-29.599499999990","-51.153300000000","6.672"
"Jacutinga","4310900","-27.729099999990","-52.537199999990","767"
"Jaguarão","4311007","-32.560400000000","-53.377000000000","10.901"
"Jaguari","4311106","-29.493600000000","-54.703000000000","2.745"
"Jaquirana","4311122","-28.881100000000","-50.363700000000","469"
"Jóia","4311155","-28.643500000000","-54.114100000000","759"
"Júlio de Castilhos","4311205","-29.229800000000","-53.677199999990","6.039"
"Lagoa Vermelha","4311304","-28.209299999990","-51.524799999990","7.649"
"Lagoão","4311254","-29.234800000000","-52.799700000000","13"
"Lajeado","4311403","-29.459099999990","-51.964399999990","21.092"
"Lavras do Sul","4311502","-30.807099999990","-53.893099999990","1.895"
"Liberato Salzano","4311601","-27.600999999990","-53.075299999990","509"
"Machadinho","4311700","-27.566700000000","-51.666800000000","780"
"Marau","4311809","-28.449800000000","-52.198599999990","6.978"
"Marcelino Ramos","4311908","-27.467600000000","-51.909500000000","1.115"
"Mariano Moro","4312005","-27.356800000000","-52.146700000000","328"
"Mata","4312104","-29.564900000000","-54.464100000000","722"
"Maximiliano de Almeida","4312203","-27.632500000000","-51.802100000000","842"
"Miraguaí","4312302","-27.497000000000","-53.689100000000","572"
"Montauri","4312351","-28.646200000000","-52.076700000000","123"
"Montenegro","4312401","-29.682400000000","-51.467900000000","21.825"
"Morro Redondo","4312450","-31.588699999990","-52.626100000000","597"
"Mostardas","4312500","-31.105399999990","-50.916699999990","1.837"
"Muçum","4312609","-29.163000000000","-51.871400000000","1.708"
"Não-Me-Toque","4312658","-28.454799999990","-52.818199999990","4.665"
"Nonoai","4312708","-27.368900000000","-52.775599999990","2.578"
"Nova Araçá","4312807","-28.653700000000","-51.745800000000","623"
"Nova Bassano","4312906","-28.729099999990","-51.707200000000","1.322"
"Nova Bréscia","4313003","-29.218200000000","-52.031900000000","557"
"Nova Esperança do Sul","4313037","-29.406600000000","-54.829300000000","675"
"Nova Hartz","4313060","-29.580700000000","-50.905099999990","3.617"
"Nova Petrópolis","4313201","-29.374099999990","-51.113500000000","5.797"
"Nova Prata","4313300","-28.779900000000","-51.611300000000","5.518"
"Nova Roma do Sul","4313359","-28.988199999990","-51.409500000000","403"
"Novo Hamburgo","4313409","-29.687600000000","-51.132800000000","112.965"
"Osório","4313508","-29.888100000000","-50.266700000000","16.975"
"Paim Filho","4313607","-27.707500000000","-51.762999999990","607"
"Palmares do Sul","4313656","-30.253499999990","-50.510300000000","5.546"
"Palmeira das Missões","4313706","-27.900600000000","-53.313400000000","11.501"
"Palmitinho","4313805","-27.359600000000","-53.558000000000","909"
"Pantano Grande","4313953","-30.190100000000","-52.372900000000","2.480"
"Paraí","4314001","-28.596399999990","-51.789600000000","888"
"Paraíso do Sul","4314027","-29.671700000000","-53.143999999990","53"
"Parobé","4314050","-29.624300000000","-50.831200000000","11.881"
"Passo Fundo","4314100","-28.257600000000","-52.409100000000","62.723"
"Paverama","4314159","-29.548500000000","-51.733899999990","491"
"Pedro Osório","4314209","-31.864200000000","-52.818399999990","3.356"
"Pejuçara","4314308","-28.428300000000","-53.657899999990","1.040"
"Pelotas","4314407","-31.764900000000","-52.337100000000","131.078"
"Pinheiro Machado","4314506","-31.579400000000","-53.379800000000","4.035"
"Pirapó","4314555","-28.043900000000","-55.200099999990","251"
"Piratini","4314605","-31.447299999990","-53.097299999990","2.147"
"Planalto","4314704","-27.329699999990","-53.057500000000","1.821"
"Portão","4314803","-29.701499999990","-51.242899999990","8.399"
"Porto Alegre","4314902","-30.032778000000","-51.230000000000","871.880"
"Porto Lucena","4315008","-27.856900000000","-55.009999999990","1.108"
"Porto Xavier","4315107","-27.908200000000","-55.137900000000","1.744"
"Protásio Alves","4315172","-28.757200000000","-51.475700000000","136"
"Quaraí","4315305","-30.384000000000","-56.448300000000","7.796"
"Quinze de Novembro","4315354","-28.746500000000","-53.101100000000","458"
"Redentora","4315404","-27.664000000000","-53.640700000000","753"
"Relvado","4315453","-29.116399999990","-52.077800000000","208"
"Restinga Sêca","4315503","-29.818800000000","-53.380699999990","5"
"Rio Grande","4315602","-32.034900000000","-52.107100000000","77.638"
"Rio Pardo","4315701","-29.988000000000","-52.371099999990","9.774"
"Riozinho","4315750","-29.638999999990","-50.448799999990","630"
"Roca Sales","4315800","-29.288399999990","-51.865800000000","2.103"
"Rolante","4316006","-29.646200000000","-50.581899999990","3.590"
"Ronda Alta","4316105","-27.775800000000","-52.805599999990","1.883"
"Rondinha","4316204","-27.831499999990","-52.908099999990","798"
"Roque Gonzales","4316303","-28.129700000000","-55.026600000000","997"
"Rosário do Sul","4316402","-30.251500000000","-54.922100000000","12.385"
"Saldanha Marinho","4316436","-28.394100000000","-53.097000000000","690"
"Salto do Jacuí","4316451","-29.095099999990","-53.213299999990","2.586"
"Salvador do Sul","4316501","-29.438600000000","-51.507700000000","34"
"Sananduva","4316600","-27.946999999990","-51.807899999990","3.267"
"Santa Bárbara do Sul","4316709","-28.365300000000","-53.250999999990","2.624"
"Santa Cruz do Sul","4316808","-29.722000000000","-52.434300000000","40.883"
"Santa Maria","4316907","-29.686800000000","-53.814999999990","111.856"
"Santa Maria do Herval","4316956","-29.490200000000","-50.991900000000","754"
"Santa Rosa","4317202","-27.870200000000","-54.479599999990","24.404"
"Santa Vitória do Palmar","4317301","-33.524999999990","-53.371699999990","12.416"
"Santana da Boa Vista","4317004","-30.869700000000","-53.109999999990","787"
"Santana do Livramento","4317103","-30.887699999990","-55.531500000000","30.448"
"Santiago","4317400","-29.189699999990","-54.866599999990","16.670"
"Santo Ângelo","4317509","-28.300100000000","-54.266800000000","30.616"
"Santo Antônio da Patrulha","4317608","-29.826799999990","-50.517499999990","10.009"
"Santo Antônio das Missões","4317707","-28.513999999990","-55.225099999990","105"
"Santo Augusto","4317806","-27.852599999990","-53.777600000000","4.251"
"Santo Cristo","4317905","-27.826300000000","-54.661999999990","2.823"
"São Borja","4318002","-28.657800000000","-56.003599999990","24.006"
"São Domingos do Sul","4318051","-28.531199999990","-51.886000000000","296"
"São Francisco de Assis","4318101","-29.554700000000","-55.125300000000","5.358"
"São Francisco de Paula","4318200","-29.440400000000","-50.582799999990","4.628"
"São Gabriel","4318309","-30.333700000000","-54.321700000000","18.612"
"São Jerônimo","4318408","-29.971599999990","-51.725099999990","6.454"
"São João da Urtiga","4318424","-27.819500000000","-51.825699999990","492"
"São Jorge","4318440","-28.498400000000","-51.706400000000","359"
"São José do Hortêncio","4318481","-29.527999999990","-51.245000000000","347"
"São José do Norte","4318507","-32.015099999990","-52.033099999990","3.327"
"São José do Ouro","4318606","-27.770700000000","-51.596600000000","1.583"
"São Leopoldo","4318705","-29.754500000000","-51.149799999990","86.843"
"São Lourenço do Sul","4318804","-31.356400000000","-51.971499999990","8.541"
"São Luiz Gonzaga","4318903","-28.411999999990","-54.955900000000","12.441"
"São Marcos","4319000","-28.967700000000","-51.069600000000","5.833"
"São Martinho","4319109","-27.711200000000","-53.969900000000","1.443"
"São Nicolau","4319208","-28.183399999990","-55.265400000000","793"
"São Paulo das Missões","4319307","-28.019500000000","-54.940399999990","689"
"São Pedro do Sul","4319406","-29.620200000000","-54.185499999990","3.814"
"São Sebastião do Caí","4319505","-29.588500000000","-51.374899999990","7.342"
"São Sepé","4319604","-30.164300000000","-53.560299999990","7.124"
"São Valentim","4319703","-27.558299999990","-52.523699999990","656"
"São Vendelino","4319752","-29.372900000000","-51.367500000000","214"
"São Vicente do Sul","4319802","-29.688199999990","-54.682600000000","1.549"
"Sapiranga","4319901","-29.634899999990","-51.006500000000","24.771"
"Sapucaia do Sul","4320008","-29.827600000000","-51.145000000000","43.117"
"Sarandi","4320107","-27.942000000000","-52.923099999990","5.055"
"Seberi","4320206","-27.482900000000","-53.402600000000","1.726"
"Sede Nova","4320230","-27.636700000000","-53.949300000000","432"
"Segredo","4320263","-29.352300000000","-52.976700000000","504"
"Selbach","4320305","-28.629400000000","-52.949800000000","91"
"Serafina Corrêa","4320404","-28.712599999990","-51.935299999990","2.487"
"Sertão","4320503","-27.979800000000","-52.258800000000","1.322"
"Severiano de Almeida","4320602","-27.436199999990","-52.121699999990","426"
"Sobradinho","4320701","-29.419400000000","-53.032600000000","3.926"
"Soledade","4320800","-28.830600000000","-52.513100000000","7.349"
"Tapejara","4320909","-28.065200000000","-52.009700000000","160"
"Tapera","4321006","-28.627700000000","-52.861199999990","3.622"
"Tapes","4321105","-30.668299999990","-51.399099999990","6.155"
"Taquara","4321204","-29.650500000000","-50.775300000000","18.920"
"Taquari","4321303","-29.794300000000","-51.865299999990","7.901"
"Taquaruçu do Sul","4321329","-27.400400000000","-53.470300000000","320"
"Tavares","4321352","-31.284300000000","-51.088000000000","586"
"Tenente Portela","4321402","-27.371099999990","-53.758499999990","3.663"
"Terra de Areia","4321436","-29.578199999990","-50.064399999990","1.983"
"Teutônia","4321451","-29.448200000000","-51.804400000000","1"
"Torres","4321501","-29.333400000000","-49.733300000000","15.029"
"Tramandaí","4321600","-29.984100000000","-50.132199999990","17.464"
"Três Arroios","4321634","-27.500299999990","-52.144799999990","235"
"Três Cachoeiras","4321667","-29.448699999990","-49.927500000000","1.973"
"Três Coroas","4321709","-29.513700000000","-50.773899999990","6.162"
"Três de Maio","4321808","-27.780000000000","-54.235700000000","7.962"
"Três Palmeiras","4321857","-27.613900000000","-52.843699999990","386"
"Três Passos","4321907","-27.455500000000","-53.929600000000","8.146"
"Trindade do Sul","4321956","-27.523900000000","-52.895600000000","415"
"Triunfo","4322004","-29.929099999990","-51.707500000000","3.558"
"Tucunduva","4322103","-27.657299999990","-54.443899999990","2.283"
"Tupanciretã","4322202","-29.085799999990","-53.844499999990","5.651"
"Tupandi","4322251","-29.477200000000","-51.417400000000","115"
"Tuparendi","4322301","-27.759799999990","-54.481400000000","2.623"
"Uruguaiana","4322400","-29.761399999990","-57.085299999990","52.420"
"Vacaria","4322509","-28.507899999990","-50.941800000000","17.814"
"Vanini","4322558","-28.475800000000","-51.844700000000","176"
"Venâncio Aires","4322608","-29.614300000000","-52.193199999990","14.092"
"Vera Cruz","4322707","-29.718399999990","-52.515200000000","3.967"
"Veranópolis","4322806","-28.931200000000","-51.551600000000","5.957"
"Viadutos","4322905","-27.571600000000","-52.021099999990","761"
"Viamão","4323002","-30.081900000000","-51.019399999990","67.568"
"Vicente Dutra","4323101","-27.160799999990","-53.402200000000","465"
"Victor Graeff","4323200","-28.563199999990","-52.749499999990","445"
"Vila Flores","4323309","-28.859800000000","-51.550400000000","301"
"Vila Maria","4323408","-28.535900000000","-52.148699999990","472"
"Vista Alegre","4323507","-27.368600000000","-53.491900000000","239"
"Vista Alegre do Prata","4323606","-28.805199999990","-51.794600000000","120"
"Vista Gaúcha","4323705","-27.290199999990","-53.697400000000","226"
