0,Município,ibge,latitude,longitude,MWh,ano
380,Vacaria,4322509,-28.507899999990,-50.941800000000,64.768,1995
381,Vale do Sol,4322533,-29.596699999990,-52.683900000000,4.358,1995
382,Vale Real,4322541,-29.391900000000,-51.255899999990,4.846,1995
383,Vanini,4322558,-28.475800000000,-51.844700000000,1.008,1995
384,Venâncio Aires,4322608,-29.614300000000,-52.193199999990,78.815,1995
385,Vera Cruz,4322707,-29.718399999990,-52.515200000000,25.068,1995
386,Veranópolis,4322806,-28.931200000000,-51.551600000000,34.520,1995
387,Viadutos,4322905,-27.571600000000,-52.021099999990,3.478,1995
388,Viamão,4323002,-30.081900000000,-51.019399999990,121.306,1995
389,Vicente Dutra,4323101,-27.160799999990,-53.402200000000,2.174,1995
390,Victor Graeff,4323200,-28.563199999990,-52.749499999990,3.146,1995
391,Vila Flores,4323309,-28.859800000000,-51.550400000000,4.504,1995
392,Vila Maria,4323408,-28.535900000000,-52.148699999990,2.515,1995
393,Vila Nova do Sul,4323457,-30.346100000000,-53.875999999990,126,1995
394,Vista Alegre,4323507,-27.368600000000,-53.491900000000,1.100,1995
395,Vista Alegre do Prata,4323606,-28.805199999990,-51.794600000000,1.150,1995
396,Vista Gaúcha,4323705,-27.290199999990,-53.697400000000,1.949,1995
397,Vitória das Missões,4323754,-28.351600000000,-54.503999999990,273,1995
398,Xangri-lá,4323804,-29.806500000000,-50.051900000000,17.057,1995
400,Água Santa,4300059,-28.167200000000,-52.030999999990,680,1992
401,Agudo,4300109,-29.644700000000,-53.251500000000,15.287,1992
402,Ajuricaba,4300208,-28.234200000000,-53.775700000000,3.221,1992
403,Alecrim,4300307,-27.657900000000,-54.764899999990,2.057,1992
404,Alegrete,4300406,-29.790199999990,-55.794899999990,107.060,1992
405,Alegria,4300455,-27.834499999990,-54.055700000000,1.532,1992
406,Alpestre,4300505,-27.250200000000,-53.034100000000,3.912,1992
407,Alvorada,4300604,-29.991399999990,-51.080900000000,87.257,1992
408,Amaral Ferrador,4300638,-30.875599999990,-52.250999999990,760,1992
409,André da Rocha,4300661,-28.628299999990,-51.579700000000,538,1992
410,Anta Gorda,4300703,-28.969799999990,-52.010199999990,4.618,1992
411,Antônio Prado,4300802,-28.856500000000,-51.288300000000,13.545,1992
412,Aratiba,4300901,-27.397800000000,-52.297499999990,5.656,1992
413,Arroio do Meio,4301008,-29.401399999990,-51.955700000000,29.078,1992
414,Arroio do Sal,4301057,-29.543900000000,-49.889499999990,6.621,1992
415,Arroio do Tigre,4301206,-29.334800000000,-53.096600000000,7.577,1992
416,Arroio dos Ratos,4301107,-30.087500000000,-51.727499999990,10.424,1992
417,Arroio Grande,4301305,-32.232700000000,-53.086199999990,30.335,1992
418,Arvorezinha,4301404,-28.873699999990,-52.178100000000,6.217,1992
419,Augusto Pestana,4301503,-28.517299999990,-53.988300000000,2.859,1992
420,Áurea,4301552,-27.693600000000,-52.050500000000,2.735,1992
421,Bagé,4301602,-31.329699999990,-54.099899999990,143.512,1992
422,Barão,4301651,-29.372500000000,-51.494900000000,577,1992
423,Barão de Cotegipe,4301701,-27.620799999990,-52.379800000000,3.373,1992
424,Barra do Ribeiro,4301909,-30.293900000000,-51.301400000000,11.083,1992
425,Barracão,4301800,-27.673900000000,-51.458599999990,2.360,1992
426,Barros Cassal,4302006,-29.094700000000,-52.583599999990,2.911,1992
427,Bento Gonçalves,4302105,-29.166200000000,-51.516500000000,152.266,1992
428,Boa Vista do Buricá,4302204,-27.669300000000,-54.108199999990,6.841,1992
429,Bom Jesus,4302303,-28.669699999990,-50.429499999990,9.891,1992
430,Bom Princípio,4302352,-29.485600000000,-51.354799999990,11.514,1992
431,Bom Retiro do Sul,4302402,-29.608599999990,-51.946399999990,11.137,1992
432,Bossoroca,4302501,-28.729099999990,-54.903500000000,53,1992
433,Braga,4302600,-27.617300000000,-53.740499999990,2.113,1992
434,Brochier,4302659,-29.550100000000,-51.594499999990,4.220,1992
435,Butiá,4302709,-30.117899999990,-51.960099999990,33.767,1992
436,Caçapava do Sul,4302808,-30.514399999990,-53.482700000000,70.115,1992
437,Cacequi,4302907,-29.888300000000,-54.822000000000,11.162,1992
438,Cachoeira do Sul,4303004,-30.033000000000,-52.892800000000,78.624,1992
439,Cachoeirinha,4303103,-29.947199999990,-51.101599999990,109.126,1992
440,Cacique Doble,4303202,-27.766999999990,-51.659700000000,2.043,1992
441,Caiçara,4303400,-27.279100000000,-53.425699999990,2.278,1992
442,Camaquã,4303509,-30.848900000000,-51.804299999990,77.162,1992
443,Camargo,4303558,-28.588000000000,-52.200299999990,573,1992
444,Cambará do Sul,4303608,-29.047400000000,-50.146500000000,5.825,1992
445,Campina das Missões,4303707,-27.988800000000,-54.841700000000,2.128,1992
446,Campinas do Sul,4303806,-27.717400000000,-52.624800000000,5.950,1992
447,Campo Bom,4303905,-29.674700000000,-51.060600000000,104.861,1992
448,Campo Novo,4304002,-27.679200000000,-53.805199999990,6.337,1992
449,Candelária,4304200,-29.668399999990,-52.789499999990,19.096,1992
450,Cândido Godói,4304309,-27.951499999990,-54.751700000000,7.246,1992
451,Canela,4304408,-29.356000000000,-50.811900000000,51.327,1992
452,Canguçu,4304507,-31.396000000000,-52.678199999990,13.867,1992
453,Canoas,4304606,-29.912800000000,-51.185699999990,459.579,1992
454,Capão da Canoa,4304630,-29.639700000000,-49.959899999990,45.926,1992
455,Capão do Leão,4304663,-31.756499999990,-52.488900000000,33.551,1992
456,Capela de Santana,4304689,-29.696100000000,-51.328000000000,5.945,1992
457,Carazinho,4304705,-28.295800000000,-52.793300000000,56.182,1992
458,Carlos Barbosa,4304804,-29.296900000000,-51.502899999990,60.373,1992
459,Casca,4304903,-28.560500000000,-51.981499999990,8.490,1992
460,Caseiros,4304952,-28.258199999990,-51.686100000000,930,1992
461,Catuípe,4305009,-28.255400000000,-54.013199999990,8.996,1992
462,Caxias do Sul,4305108,-29.162900000000,-51.179200000000,530.967,1992
463,Cerro Branco,4305132,-29.657000000000,-52.940600000000,2,1992
464,Cerro Grande do Sul,4305173,-30.590499999990,-51.741799999990,1.991,1992
465,Cerro Largo,4305207,-28.146200000000,-54.742800000000,21.284,1992
466,Charqueadas,4305355,-29.962500000000,-51.628900000000,155.095,1992
467,Chiapetta,4305405,-27.922999999990,-53.941899999990,3.993,1992
468,Cidreira,4305454,-30.160399999990,-50.233800000000,22.794,1992
469,Ciríaco,4305504,-28.341899999990,-51.874099999990,3.707,1992
470,Constantina,4305801,-27.731999999990,-52.993800000000,7.933,1992
471,Coronel Bicaco,4305900,-27.719700000000,-53.702199999990,5.109,1992
472,Cotiporã,4305959,-28.989100000000,-51.697099999990,2.474,1992
473,Crissiumal,4306007,-27.499900000000,-54.099400000000,11.482,1992
474,Cristal,4306056,-31.004600000000,-52.043599999990,4.412,1992
475,Cruz Alta,4306106,-28.645000000000,-53.604799999990,63.493,1992
476,Cruzeiro do Sul,4306205,-29.514800000000,-51.992800000000,9.153,1992
477,David Canabarro,4306304,-28.384899999990,-51.848199999990,1.248,1992
478,Dezesseis de Novembro,4306353,-28.219000000000,-55.061700000000,1.278,1992
479,Dois Irmãos,4306403,-29.583600000000,-51.089799999990,26.293,1992
480,Dois Lajeados,4306452,-28.983000000000,-51.839599999990,2.507,1992
481,Dom Feliciano,4306502,-30.700399999990,-52.102600000000,2.420,1992
482,Dom Pedrito,4306601,-30.975600000000,-54.669400000000,34.412,1992
483,Doutor Maurício Cardoso,4306734,-27.510300000000,-54.357799999990,4.348,1992
484,Eldorado do Sul,4306767,-30.084700000000,-51.618699999990,64.504,1992
485,Encantado,4306809,-29.235099999990,-51.870300000000,33.185,1992
486,Encruzilhada do Sul,4306908,-30.542999999990,-52.520400000000,8.793,1992
487,Entre Rios do Sul,4306957,-27.529800000000,-52.734699999990,1.508,1992
488,Entre-ijuís,4306932,-28.368600000000,-54.268599999990,11.381,1992
489,Erebango,4306973,-27.854399999990,-52.300500000000,1.853,1992
490,Erechim,4307005,-27.636399999990,-52.269700000000,86.726,1992
491,Ernestina,4307054,-28.497699999990,-52.583599999990,3.493,1992
492,Erval Grande,4307203,-27.392600000000,-52.573999999990,2.427,1992
493,Erval Seco,4307302,-27.544300000000,-53.500500000000,4.132,1992
494,Esmeralda,4307401,-28.051800000000,-51.193300000000,1.638,1992
495,Espumoso,4307500,-28.728600000000,-52.846100000000,16.819,1992
496,Estação,4307559,-27.913499999990,-52.263500000000,10.872,1992
497,Estância Velha,4307609,-29.653500000000,-51.184300000000,85.248,1992
498,Esteio,4307708,-29.852000000000,-51.184100000000,177.494,1992
499,Estrela,4307807,-29.501600000000,-51.960500000000,44.355,1992
500,Eugênio de Castro,4307831,-28.531500000000,-54.150599999990,1.716,1992
501,Fagundes Varela,4307864,-28.879400000000,-51.701400000000,1.622,1992
502,Farroupilha,4307906,-29.222700000000,-51.341900000000,107.211,1992
503,Faxinal do Soturno,4308003,-29.578800000000,-53.448399999990,23.542,1992
504,Faxinalzinho,4308052,-27.423800000000,-52.678899999990,1.405,1992
505,Feliz,4308102,-29.452700000000,-51.303199999990,23.359,1992
506,Flores da Cunha,4308201,-29.026199999990,-51.187500000000,31.612,1992
507,Formigueiro,4308409,-30.003499999990,-53.495899999990,3.991,1992
508,Fortaleza dos Valos,4308458,-28.798600000000,-53.224899999990,1.698,1992
509,Frederico Westphalen,4308508,-27.358599999990,-53.395800000000,27.265,1992
510,Garibaldi,4308607,-29.259000000000,-51.535200000000,45.477,1992
511,Gaurama,4308706,-27.585599999990,-52.091500000000,5.415,1992
512,General Câmara,4308805,-29.903199999990,-51.761200000000,3.876,1992
513,Getúlio Vargas,4308904,-27.891100000000,-52.229399999990,15.420,1992
514,Giruá,4309001,-28.029699999990,-54.351700000000,16.281,1992
515,Glorinha,4309050,-29.879799999990,-50.773400000000,3.950,1992
516,Gramado,4309100,-29.373300000000,-50.876199999990,31.715,1992
517,Gravataí,4309209,-29.941299999990,-50.986899999990,309.365,1992
518,Guabiju,4309258,-28.542100000000,-51.694800000000,908,1992
519,Guaíba,4309308,-30.108599999990,-51.323300000000,114.976,1992
520,Guaporé,4309407,-28.839900000000,-51.889499999990,19.921,1992
521,Guarani das Missões,4309506,-28.149100000000,-54.562899999990,8.094,1992
522,Harmonia,4309555,-29.545600000000,-51.418500000000,3.124,1992
523,Herval,4307104,-32.024000000000,-53.394399999990,4.045,1992
524,Horizontina,4309605,-27.628200000000,-54.305300000000,25.171,1992
525,Humaitá,4309704,-27.569099999990,-53.969499999990,4.481,1992
526,Ibarama,4309753,-29.420300000000,-53.129500000000,1.560,1992
527,Ibiraiaras,4309902,-28.374099999990,-51.637700000000,4.699,1992
528,Ibirapuitã,4309951,-28.624700000000,-52.515799999990,2.549,1992
529,Ibirubá,4310009,-28.630199999990,-53.096100000000,26.173,1992
530,Igrejinha,4310108,-29.569299999990,-50.791899999990,26.995,1992
531,Ijuí,4310207,-28.388100000000,-53.920000000000,83.710,1992
532,Ilópolis,4310306,-28.928200000000,-52.125799999990,2.277,1992
533,Imbé,4310330,-29.975300000000,-50.128100000000,19.817,1992
534,Imigrante,4310363,-29.350800000000,-51.774700000000,3.227,1992
535,Independência,4310405,-27.835400000000,-54.188600000000,6.276,1992
536,Ipê,4310439,-28.817100000000,-51.285899999990,2.925,1992
537,Ipiranga do Sul,4310462,-27.940400000000,-52.427100000000,1.112,1992
538,Iraí,4310504,-27.195100000000,-53.254300000000,5.488,1992
539,Itacurubi,4310553,-28.791300000000,-55.244700000000,1.568,1992
540,Itaqui,4310603,-29.131000000000,-56.551499999990,120.784,1992
541,Itatiba do Sul,4310702,-27.384599999990,-52.453800000000,2.179,1992
542,Ivoti,4310801,-29.599499999990,-51.153300000000,33.116,1992
543,Jacutinga,4310900,-27.729099999990,-52.537199999990,3.572,1992
544,Jaguarão,4311007,-32.560400000000,-53.377000000000,33.457,1992
545,Jaguari,4311106,-29.493600000000,-54.703000000000,9.056,1992
546,Jaquirana,4311122,-28.881100000000,-50.363700000000,1.810,1992
547,Jóia,4311155,-28.643500000000,-54.114100000000,3.050,1992
548,Júlio de Castilhos,4311205,-29.229800000000,-53.677199999990,16.359,1992
549,Lagoa Vermelha,4311304,-28.209299999990,-51.524799999990,20.595,1992
550,Lagoão,4311254,-29.234800000000,-52.799700000000,85,1992
551,Lajeado,4311403,-29.459099999990,-51.964399999990,175.477,1992
552,Lavras do Sul,4311502,-30.807099999990,-53.893099999990,4.031,1992
553,Liberato Salzano,4311601,-27.600999999990,-53.075299999990,2.435,1992
554,Machadinho,4311700,-27.566700000000,-51.666800000000,2.695,1992
555,Marau,4311809,-28.449800000000,-52.198599999990,46.929,1992
556,Marcelino Ramos,4311908,-27.467600000000,-51.909500000000,4.988,1992
557,Mariano Moro,4312005,-27.356800000000,-52.146700000000,1.552,1992
558,Mata,4312104,-29.564900000000,-54.464100000000,3.361,1992
559,Maximiliano de Almeida,4312203,-27.632500000000,-51.802100000000,2.862,1992
560,Miraguaí,4312302,-27.497000000000,-53.689100000000,2.148,1992
561,Montauri,4312351,-28.646200000000,-52.076700000000,535,1992
562,Montenegro,4312401,-29.682400000000,-51.467900000000,74.897,1992
563,Morro Redondo,4312450,-31.588699999990,-52.626100000000,2.927,1992
564,Mostardas,4312500,-31.105399999990,-50.916699999990,15.621,1992
565,Muçum,4312609,-29.163000000000,-51.871400000000,11.404,1992
566,Não-Me-Toque,4312658,-28.454799999990,-52.818199999990,14.031,1992
567,Nonoai,4312708,-27.368900000000,-52.775599999990,8.760,1992
568,Nova Araçá,4312807,-28.653700000000,-51.745800000000,4.388,1992
569,Nova Bassano,4312906,-28.729099999990,-51.707200000000,11.878,1992
570,Nova Bréscia,4313003,-29.218200000000,-52.031900000000,3.147,1992
571,Nova Esperança do Sul,4313037,-29.406600000000,-54.829300000000,3.182,1992
572,Nova Hartz,4313060,-29.580700000000,-50.905099999990,11.710,1992
573,Nova Petrópolis,4313201,-29.374099999990,-51.113500000000,24.705,1992
574,Nova Prata,4313300,-28.779900000000,-51.611300000000,24.025,1992
575,Nova Roma do Sul,4313359,-28.988199999990,-51.409500000000,1.956,1992
576,Novo Hamburgo,4313409,-29.687600000000,-51.132800000000,357.881,1992
577,Osório,4313508,-29.888100000000,-50.266700000000,49.064,1992
578,Paim Filho,4313607,-27.707500000000,-51.762999999990,2.697,1992
579,Palmares do Sul,4313656,-30.253499999990,-50.510300000000,31.077,1992
580,Palmeira das Missões,4313706,-27.900600000000,-53.313400000000,39.286,1992
581,Palmitinho,4313805,-27.359600000000,-53.558000000000,3.959,1992
582,Panambi,4313904,-28.283300000000,-53.502299999990,35.441,1992
583,Pantano Grande,4313953,-30.190100000000,-52.372900000000,12.464,1992
584,Paraí,4314001,-28.596399999990,-51.789600000000,5.743,1992
585,Paraíso do Sul,4314027,-29.671700000000,-53.143999999990,4.289,1992
586,Parobé,4314050,-29.624300000000,-50.831200000000,37.432,1992
587,Passo Fundo,4314100,-28.257600000000,-52.409100000000,177.400,1992
588,Paverama,4314159,-29.548500000000,-51.733899999990,2.326,1992
589,Pedro Osório,4314209,-31.864200000000,-52.818399999990,10.114,1992
590,Pejuçara,4314308,-28.428300000000,-53.657899999990,2.858,1992
591,Pelotas,4314407,-31.764900000000,-52.337100000000,306.935,1992
592,Pinheiro Machado,4314506,-31.579400000000,-53.379800000000,51.963,1992
593,Pirapó,4314555,-28.043900000000,-55.200099999990,1.157,1992
594,Piratini,4314605,-31.447299999990,-53.097299999990,5.745,1992
595,Planalto,4314704,-27.329699999990,-53.057500000000,11.838,1992
596,Portão,4314803,-29.701499999990,-51.242899999990,33.778,1992
597,Porto Alegre,4314902,-30.032778000000,-51.230000000000,2.154.155,1992
598,Porto Lucena,4315008,-27.856900000000,-55.009999999990,2.673,1992
599,Porto Xavier,4315107,-27.908200000000,-55.137900000000,6.197,1992
600,Protásio Alves,4315172,-28.757200000000,-51.475700000000,1.300,1992
601,Putinga,4315206,-29.004500000000,-52.156900000000,1.737,1992
602,Quaraí,4315305,-30.384000000000,-56.448300000000,19.729,1992
603,Quinze de Novembro,4315354,-28.746500000000,-53.101100000000,1.028,1992
604,Redentora,4315404,-27.664000000000,-53.640700000000,3.408,1992
605,Relvado,4315453,-29.116399999990,-52.077800000000,1.188,1992
606,Restinga Sêca,4315503,-29.818800000000,-53.380699999990,1.652,1992
607,Rio Grande,4315602,-32.034900000000,-52.107100000000,319.469,1992
608,Rio Pardo,4315701,-29.988000000000,-52.371099999990,31.073,1992
609,Riozinho,4315750,-29.638999999990,-50.448799999990,2.988,1992
610,Roca Sales,4315800,-29.288399999990,-51.865800000000,12.914,1992
611,Rolante,4316006,-29.646200000000,-50.581899999990,12.476,1992
612,Ronda Alta,4316105,-27.775800000000,-52.805599999990,6.846,1992
613,Rondinha,4316204,-27.831499999990,-52.908099999990,3.723,1992
614,Roque Gonzales,4316303,-28.129700000000,-55.026600000000,3.183,1992
615,Rosário do Sul,4316402,-30.251500000000,-54.922100000000,29.905,1992
616,Saldanha Marinho,4316436,-28.394100000000,-53.097000000000,1.287,1992
617,Salto do Jacuí,4316451,-29.095099999990,-53.213299999990,7.440,1992
618,Salvador do Sul,4316501,-29.438600000000,-51.507700000000,946,1992
619,Sananduva,4316600,-27.946999999990,-51.807899999990,13.583,1992
620,Santa Bárbara do Sul,4316709,-28.365300000000,-53.250999999990,6.741,1992
621,Santa Cruz do Sul,4316808,-29.722000000000,-52.434300000000,194.189,1992
622,Santa Maria,4316907,-29.686800000000,-53.814999999990,215.828,1992
623,Santa Maria do Herval,4316956,-29.490200000000,-50.991900000000,3.534,1992
624,Santa Rosa,4317202,-27.870200000000,-54.479599999990,83.078,1992
625,Santa Vitória do Palmar,4317301,-33.524999999990,-53.371699999990,45.972,1992
626,Santana da Boa Vista,4317004,-30.869700000000,-53.109999999990,2.091,1992
627,Santana do Livramento,4317103,-30.887699999990,-55.531500000000,82.585,1992
628,Santiago,4317400,-29.189699999990,-54.866599999990,31.333,1992
629,Santo Ângelo,4317509,-28.300100000000,-54.266800000000,78.263,1992
630,Santo Antônio da Patrulha,4317608,-29.826799999990,-50.517499999990,33.141,1992
631,Santo Antônio das Missões,4317707,-28.513999999990,-55.225099999990,1.316,1992
632,Santo Augusto,4317806,-27.852599999990,-53.777600000000,16.029,1992
633,Santo Cristo,4317905,-27.826300000000,-54.661999999990,14.697,1992
634,São Borja,4318002,-28.657800000000,-56.003599999990,94.492,1992
635,São Domingos do Sul,4318051,-28.531199999990,-51.886000000000,933,1992
636,São Francisco de Assis,4318101,-29.554700000000,-55.125300000000,14.776,1992
637,São Francisco de Paula,4318200,-29.440400000000,-50.582799999990,13.642,1992
638,São Gabriel,4318309,-30.333700000000,-54.321700000000,40.065,1992
639,São Jerônimo,4318408,-29.971599999990,-51.725099999990,12.705,1992
640,São João da Urtiga,4318424,-27.819500000000,-51.825699999990,1.971,1992
641,São Jorge,4318440,-28.498400000000,-51.706400000000,1.748,1992
642,São José do Hortêncio,4318481,-29.527999999990,-51.245000000000,3.011,1992
643,São José do Norte,4318507,-32.015099999990,-52.033099999990,7.212,1992
644,São José do Ouro,4318606,-27.770700000000,-51.596600000000,5.845,1992
645,São Leopoldo,4318705,-29.754500000000,-51.149799999990,261.549,1992
646,São Lourenço do Sul,4318804,-31.356400000000,-51.971499999990,34.988,1992
647,São Luiz Gonzaga,4318903,-28.411999999990,-54.955900000000,37.953,1992
648,São Marcos,4319000,-28.967700000000,-51.069600000000,19.414,1992
649,São Martinho,4319109,-27.711200000000,-53.969900000000,4.846,1992
650,São Miguel das Missões,4319158,-28.556000000000,-54.555900000000,84,1992
651,São Nicolau,4319208,-28.183399999990,-55.265400000000,2.685,1992
652,São Paulo das Missões,4319307,-28.019500000000,-54.940399999990,2.923,1992
653,São Pedro do Sul,4319406,-29.620200000000,-54.185499999990,10.522,1992
654,São Sebastião do Caí,4319505,-29.588500000000,-51.374899999990,19.276,1992
655,São Sepé,4319604,-30.164300000000,-53.560299999990,21.933,1992
656,São Valentim,4319703,-27.558299999990,-52.523699999990,2.939,1992
657,São Vendelino,4319752,-29.372900000000,-51.367500000000,694,1992
658,São Vicente do Sul,4319802,-29.688199999990,-54.682600000000,6.524,1992
659,Sapiranga,4319901,-29.634899999990,-51.006500000000,86.080,1992
660,Sapucaia do Sul,4320008,-29.827600000000,-51.145000000000,351.959,1992
661,Sarandi,4320107,-27.942000000000,-52.923099999990,17.331,1992
662,Seberi,4320206,-27.482900000000,-53.402600000000,5.211,1992
663,Sede Nova,4320230,-27.636700000000,-53.949300000000,1.876,1992
664,Segredo,4320263,-29.352300000000,-52.976700000000,1.873,1992
665,Selbach,4320305,-28.629400000000,-52.949800000000,202,1992
666,Serafina Corrêa,4320404,-28.712599999990,-51.935299999990,16.178,1992
667,Sertão,4320503,-27.979800000000,-52.258800000000,5.986,1992
668,Severiano de Almeida,4320602,-27.436199999990,-52.121699999990,2.219,1992
669,Sobradinho,4320701,-29.419400000000,-53.032600000000,10.714,1992
670,Soledade,4320800,-28.830600000000,-52.513100000000,26.563,1992
671,Tapejara,4320909,-28.065200000000,-52.009700000000,18.478,1992
672,Tapera,4321006,-28.627700000000,-52.861199999990,16.788,1992
673,Tapes,4321105,-30.668299999990,-51.399099999990,23.174,1992
674,Taquara,4321204,-29.650500000000,-50.775300000000,43.738,1992
675,Taquari,4321303,-29.794300000000,-51.865299999990,41.148,1992
676,Taquaruçu do Sul,4321329,-27.400400000000,-53.470300000000,1.095,1992
677,Tavares,4321352,-31.284300000000,-51.088000000000,2.141,1992
678,Tenente Portela,4321402,-27.371099999990,-53.758499999990,11.058,1992
679,Terra de Areia,4321436,-29.578199999990,-50.064399999990,6.578,1992
680,Teutônia,4321451,-29.448200000000,-51.804400000000,258,1992
681,Torres,4321501,-29.333400000000,-49.733300000000,38.419,1992
682,Tramandaí,4321600,-29.984100000000,-50.132199999990,32.440,1992
683,Três Arroios,4321634,-27.500299999990,-52.144799999990,1.649,1992
684,Três Cachoeiras,4321667,-29.448699999990,-49.927500000000,5.290,1992
685,Três Coroas,4321709,-29.513700000000,-50.773899999990,22.003,1992
686,Três de Maio,4321808,-27.780000000000,-54.235700000000,24.543,1992
687,Três Palmeiras,4321857,-27.613900000000,-52.843699999990,1.589,1992
688,Três Passos,4321907,-27.455500000000,-53.929600000000,34.111,1992
689,Trindade do Sul,4321956,-27.523900000000,-52.895600000000,1.636,1992
690,Triunfo,4322004,-29.929099999990,-51.707500000000,687.743,1992
691,Tucunduva,4322103,-27.657299999990,-54.443899999990,9.172,1992
692,Tunas,4322152,-29.103899999990,-52.953800000000,20,1992
693,Tupanciretã,4322202,-29.085799999990,-53.844499999990,14.602,1992
694,Tupandi,4322251,-29.477200000000,-51.417400000000,1.217,1992
695,Tuparendi,4322301,-27.759799999990,-54.481400000000,9.476,1992
696,Uruguaiana,4322400,-29.761399999990,-57.085299999990,197.888,1992
697,Vacaria,4322509,-28.507899999990,-50.941800000000,51.582,1992
698,Vanini,4322558,-28.475800000000,-51.844700000000,801,1992
699,Venâncio Aires,4322608,-29.614300000000,-52.193199999990,75.507,1992
700,Vera Cruz,4322707,-29.718399999990,-52.515200000000,24.353,1992
701,Veranópolis,4322806,-28.931200000000,-51.551600000000,27.376,1992
702,Viadutos,4322905,-27.571600000000,-52.021099999990,3.575,1992
703,Viamão,4323002,-30.081900000000,-51.019399999990,102.335,1992
704,Vicente Dutra,4323101,-27.160799999990,-53.402200000000,1.880,1992
705,Victor Graeff,4323200,-28.563199999990,-52.749499999990,2.467,1992
706,Vila Flores,4323309,-28.859800000000,-51.550400000000,2.928,1992
707,Vila Maria,4323408,-28.535900000000,-52.148699999990,1.950,1992
708,Vista Alegre,4323507,-27.368600000000,-53.491900000000,724,1992
709,Vista Alegre do Prata,4323606,-28.805199999990,-51.794600000000,877,1992
710,Vista Gaúcha,4323705,-27.290199999990,-53.697400000000,1.866,1992
