"Município","ibge","latitude","longitude","/Energia Elétr...a/Consumo/Total 2015 (MWh)"
"Lagoão","4311254","-29.234800000000","-52.799700000000","1.028"
"Lajeado","4311403","-29.459099999990","-51.964399999990","620.569"
"Lajeado do Bugre","4311429","-27.691299999990","-53.181800000000","483"
"Lavras do Sul","4311502","-30.807099999990","-53.893099999990","9.359"
"Liberato Salzano","4311601","-27.600999999990","-53.075299999990","6.621"
"Lindolfo Collor","4311627","-29.585899999990","-51.214100000000","20.019"
"Linha Nova","4311643","-29.467900000000","-51.200299999990","2.881"
"Maçambará","4311718","-29.144500000000","-56.067399999990","18.482"
"Machadinho","4311700","-27.566700000000","-51.666800000000","7.922"
"Mampituba","4311734","-29.213600000000","-49.931100000000","3.061"
"Manoel Viana","4311759","-29.585899999990","-55.484099999990","10.660"
"Maquiné","4311775","-29.679800000000","-50.207900000000","12.021"
"Maratá","4311791","-29.545700000000","-51.557299999990","5.201"
"Marau","4311809","-28.449800000000","-52.198599999990","97.139"
"Marcelino Ramos","4311908","-27.467600000000","-51.909500000000","10.720"
"Mariana Pimentel","4311981","-30.353100000000","-51.580300000000","4.971"
"Mariano Moro","4312005","-27.356800000000","-52.146700000000","3.637"
"Mata","4312104","-29.564900000000","-54.464100000000","8.587"
"Mato Leitão","4312153","-29.528500000000","-52.127800000000","10.250"
"Maximiliano de Almeida","4312203","-27.632500000000","-51.802100000000","6.213"
"Minas do Leão","4312252","-30.134599999990","-52.042299999990","12.816"
"Miraguaí","4312302","-27.497000000000","-53.689100000000","15.123"
"Montauri","4312351","-28.646200000000","-52.076700000000","2.584"
"Monte Alegre dos Campos","4312377","-28.680499999990","-50.783400000000","3.035"
"Monte Belo do Sul","4312385","-29.160699999990","-51.633299999990","4.422"
"Montenegro","4312401","-29.682400000000","-51.467900000000","352.180"
"Mormaço","4312427","-28.696800000000","-52.699900000000","2.718"
"Morrinhos do Sul","4312443","-29.357800000000","-49.932800000000","4.704"
"Morro Redondo","4312450","-31.588699999990","-52.626100000000","10.599"
"Morro Reuter","4312476","-29.537900000000","-51.081099999990","18.784"
"Mostardas","4312500","-31.105399999990","-50.916699999990","41.738"
"Muçum","4312609","-29.163000000000","-51.871400000000","15.197"
"Muitos Capões","4312617","-28.313199999990","-51.183599999990","12.052"
"Muliterno","4312625","-28.325299999990","-51.769700000000","294"
"Não-Me-Toque","4312658","-28.454799999990","-52.818199999990","54.936"
"Nonoai","4312708","-27.368900000000","-52.775599999990","19.115"
"Nova Alvorada","4312757","-28.682200000000","-52.163100000000","7.349"
"Nova Araçá","4312807","-28.653700000000","-51.745800000000","13.370"
"Nova Bassano","4312906","-28.729099999990","-51.707200000000","34.003"
"Nova Boa Vista","4312955","-27.992599999990","-52.978400000000","4.344"
"Nova Bréscia","4313003","-29.218200000000","-52.031900000000","11.700"
"Nova Candelária","4313011","-27.613700000000","-54.107399999990","8.476"
"Nova Esperança do Sul","4313037","-29.406600000000","-54.829300000000","12.859"
"Nova Hartz","4313060","-29.580700000000","-50.905099999990","38.926"
"Nova Pádua","4313086","-29.027500000000","-51.309800000000","6.049"
"Nova Palma","4313102","-29.471000000000","-53.468899999990","15"
"Nova Petrópolis","4313201","-29.374099999990","-51.113500000000","47.219"
"Nova Prata","4313300","-28.779900000000","-51.611300000000","50.031"
"Nova Roma do Sul","4313359","-28.988199999990","-51.409500000000","8.763"
"Nova Santa Rita","4313375","-29.852499999990","-51.283700000000","103.545"
"Novo Barreiro","4313490","-27.907699999990","-53.110300000000","5.992"
"Novo Cabrais","4313391","-29.733799999990","-52.948900000000","755"
"Novo Hamburgo","4313409","-29.687600000000","-51.132800000000","629.483"
"Novo Machado","4313425","-27.576499999990","-54.503599999990","6.171"
"Novo Xingu","4313466","-27.743099999990","-53.061599999990","2.483"
"Osório","4313508","-29.888100000000","-50.266700000000","124.857"
"Paim Filho","4313607","-27.707500000000","-51.762999999990","6.215"
"Palmares do Sul","4313656","-30.253499999990","-50.510300000000","43.480"
"Palmeira das Missões","4313706","-27.900600000000","-53.313400000000","73.639"
"Palmitinho","4313805","-27.359600000000","-53.558000000000","10.222"
"Panambi","4313904","-28.283300000000","-53.502299999990","76.061"
"Pantano Grande","4313953","-30.190100000000","-52.372900000000","25.323"
"Paraí","4314001","-28.596399999990","-51.789600000000","24.625"
"Paraíso do Sul","4314027","-29.671700000000","-53.143999999990","12.746"
"Pareci Novo","4314035","-29.636500000000","-51.397399999990","9.525"
"Parobé","4314050","-29.624300000000","-50.831200000000","86.216"
"Passa Sete","4314068","-29.457699999990","-52.959899999990","5.374"
"Passo do Sobrado","4314076","-29.748000000000","-52.274799999990","14.126"
"Passo Fundo","4314100","-28.257600000000","-52.409100000000","425.802"
"Paulo Bento","4314134","-27.697800000000","-52.426099999990","6.518"
"Paverama","4314159","-29.548500000000","-51.733899999990","7.607"
"Pedras Altas","4314175","-31.721699999990","-53.583799999990","3.606"
"Pedro Osório","4314209","-31.864200000000","-52.818399999990","10.353"
"Pejuçara","4314308","-28.428300000000","-53.657899999990","4.452"
"Pelotas","4314407","-31.764900000000","-52.337100000000","618.884"
"Picada Café","4314423","-29.446400000000","-51.136699999990","13.497"
"Pinhal da Serra","4314464","-27.863399999990","-51.170200000000","2.611"
"Pinhal Grande","4314472","-29.344999999990","-53.320700000000","5.074"
"Pinheirinho do Vale","4314498","-27.210899999990","-53.607999999990","6.072"
"Pinheiro Machado","4314506","-31.579400000000","-53.379800000000","59.167"
"Pinto Bandeira","4314548","-29.000000000000","-54.000000000000","6.544"
"Pirapó","4314555","-28.043900000000","-55.200099999990","2.299"
"Piratini","4314605","-31.447299999990","-53.097299999990","18.995"
"Planalto","4314704","-27.329699999990","-53.057500000000","15.334"
"Poço das Antas","4314753","-29.448100000000","-51.671900000000","32"
"Ponte Preta","4314787","-27.658700000000","-52.484800000000","3.063"
"Portão","4314803","-29.701499999990","-51.242899999990","93.305"
"Porto Alegre","4314902","-30.032778000000","-51.230000000000","3.589.470"
"Porto Lucena","4315008","-27.856900000000","-55.009999999990","4.266"
"Porto Mauá","4315057","-27.579599999990","-54.665700000000","3.228"
"Porto Vera Cruz","4315073","-27.740500000000","-54.899400000000","1.257"
"Porto Xavier","4315107","-27.908200000000","-55.137900000000","14.887"
"Presidente Lucena","4315149","-29.517600000000","-51.179800000000","14.598"
"Protásio Alves","4315172","-28.757200000000","-51.475700000000","4.811"
"Putinga","4315206","-29.004500000000","-52.156900000000","6.697"
"Quaraí","4315305","-30.384000000000","-56.448300000000","38.086"
"Quatro Irmãos","4315313","-27.816299999990","-52.441899999990","2.794"
"Quevedos","4315321","-29.350400000000","-54.078899999990","2.900"
"Quinze de Novembro","4315354","-28.746500000000","-53.101100000000","3.868"
"Redentora","4315404","-27.664000000000","-53.640700000000","8.503"
"Relvado","4315453","-29.116399999990","-52.077800000000","2.914"
"Restinga Sêca","4315503","-29.818800000000","-53.380699999990","2.931"
"Rio dos Índios","4315552","-27.297300000000","-52.841700000000","3.339"
"Rio Grande","4315602","-32.034900000000","-52.107100000000","570.971"
"Rio Pardo","4315701","-29.988000000000","-52.371099999990","59.595"
"Riozinho","4315750","-29.638999999990","-50.448799999990","9.445"
"Roca Sales","4315800","-29.288399999990","-51.865800000000","28.968"
"Rolador","4315958","-28.257670000000","-54.818640000000","514"
"Rolante","4316006","-29.646200000000","-50.581899999990","38.645"
"Ronda Alta","4316105","-27.775800000000","-52.805599999990","10.170"
"Rondinha","4316204","-27.831499999990","-52.908099999990","9.202"
"Roque Gonzales","4316303","-28.129700000000","-55.026600000000","9.909"
"Rosário do Sul","4316402","-30.251500000000","-54.922100000000","55.706"
"Sagrada Família","4316428","-27.708500000000","-53.135100000000","2.847"
"Saldanha Marinho","4316436","-28.394100000000","-53.097000000000","2.965"
"Salto do Jacuí","4316451","-29.095099999990","-53.213299999990","25.122"
"Salvador das Missões","4316477","-28.123300000000","-54.837299999990","4.990"
"Salvador do Sul","4316501","-29.438600000000","-51.507700000000","878"
"Sananduva","4316600","-27.946999999990","-51.807899999990","40.350"
"Santa Bárbara do Sul","4316709","-28.365300000000","-53.250999999990","16.195"
"Santa Clara do Sul","4316758","-29.474699999990","-52.084299999990","221"
"Santa Cruz do Sul","4316808","-29.722000000000","-52.434300000000","363.022"
"Santa Margarida do Sul","4316972","-30.329599999990","-54.082299999990","2.540"
"Santa Maria","4316907","-29.686800000000","-53.814999999990","531.470"
"Santa Maria do Herval","4316956","-29.490200000000","-50.991900000000","14.953"
"Santa Rosa","4317202","-27.870200000000","-54.479599999990","163.307"
"Santa Tereza","4317251","-29.165500000000","-51.735100000000","3.526"
"Santa Vitória do Palmar","4317301","-33.524999999990","-53.371699999990","106.675"
"Santana da Boa Vista","4317004","-30.869700000000","-53.109999999990","6.857"
"Santana do Livramento","4317103","-30.887699999990","-55.531500000000","110.145"
"Santiago","4317400","-29.189699999990","-54.866599999990","69.752"
"Santo Ângelo","4317509","-28.300100000000","-54.266800000000","128.400"
"Santo Antônio da Patrulha","4317608","-29.826799999990","-50.517499999990","99.578"
"Santo Antônio das Missões","4317707","-28.513999999990","-55.225099999990","5.025"
"Santo Antônio do Palma","4317558","-28.495600000000","-52.026699999990","4.240"
"Santo Augusto","4317806","-27.852599999990","-53.777600000000","34.310"
"Santo Cristo","4317905","-27.826300000000","-54.661999999990","36.984"
"Santo Expedito do Sul","4317954","-27.907399999990","-51.643300000000","1.677"
"São Borja","4318002","-28.657800000000","-56.003599999990","172.230"
"São Domingos do Sul","4318051","-28.531199999990","-51.886000000000","2.988"
"São Francisco de Assis","4318101","-29.554700000000","-55.125300000000","21.130"
"São Francisco de Paula","4318200","-29.440400000000","-50.582799999990","45.953"
"São Gabriel","4318309","-30.333700000000","-54.321700000000","93.030"
"São Jerônimo","4318408","-29.971599999990","-51.725099999990","39.468"
"São João da Urtiga","4318424","-27.819500000000","-51.825699999990","5.706"
"São João do Polêsine","4318432","-29.619399999990","-53.443899999990","29"
"São Jorge","4318440","-28.498400000000","-51.706400000000","5.891"
"São José das Missões","4318457","-27.778900000000","-53.122599999990","2.880"
"São José do Hortêncio","4318481","-29.527999999990","-51.245000000000","11.554"
"São José do Inhacorá","4318499","-27.725100000000","-54.127499999990","3.459"
"São José do Norte","4318507","-32.015099999990","-52.033099999990","30.404"
"São José do Ouro","4318606","-27.770700000000","-51.596600000000","12.469"
"São José do Sul","4318614","-29.529000000000","-51.487099999990","4.419"
"São José dos Ausentes","4318622","-28.747599999990","-50.067700000000","5.270"
"São Leopoldo","4318705","-29.754500000000","-51.149799999990","605.445"
"São Lourenço do Sul","4318804","-31.356400000000","-51.971499999990","68.286"
"São Luiz Gonzaga","4318903","-28.411999999990","-54.955900000000","81.743"
"São Marcos","4319000","-28.967700000000","-51.069600000000","49.017"
"São Martinho","4319109","-27.711200000000","-53.969900000000","9.752"
"São Martinho da Serra","4319125","-29.539700000000","-53.859000000000","6.658"
"São Miguel das Missões","4319158","-28.556000000000","-54.555900000000","15.278"
"São Nicolau","4319208","-28.183399999990","-55.265400000000","6.365"
"São Paulo das Missões","4319307","-28.019500000000","-54.940399999990","3.771"
"São Pedro das Missões","4319364","-27.773219999990","-53.250470000000","2.046"
"São Pedro do Butiá","4319372","-28.124300000000","-54.892600000000","4.223"
"São Pedro do Sul","4319406","-29.620200000000","-54.185499999990","23.580"
"São Sebastião do Caí","4319505","-29.588500000000","-51.374899999990","81.078"
"São Sepé","4319604","-30.164300000000","-53.560299999990","50.333"
"São Valentim","4319703","-27.558299999990","-52.523699999990","4.704"
"São Valentim do Sul","4319711","-29.045100000000","-51.768400000000","2.279"
"São Valério do Sul","4319737","-27.790600000000","-53.936799999990","1.814"
"São Vendelino","4319752","-29.372900000000","-51.367500000000","5.821"
"São Vicente do Sul","4319802","-29.688199999990","-54.682600000000","15.250"
"Sapiranga","4319901","-29.634899999990","-51.006500000000","166.285"
"Sapucaia do Sul","4320008","-29.827600000000","-51.145000000000","549.830"
"Sarandi","4320107","-27.942000000000","-52.923099999990","60.548"
"Seberi","4320206","-27.482900000000","-53.402600000000","20.834"
"Sede Nova","4320230","-27.636700000000","-53.949300000000","4.378"
"Segredo","4320263","-29.352300000000","-52.976700000000","4.754"
"Senador Salgado Filho","4320321","-28.025000000000","-54.550699999990","216"
"Sentinela do Sul","4320354","-30.610700000000","-51.586199999990","10.462"
"Serafina Corrêa","4320404","-28.712599999990","-51.935299999990","36.207"
"Sério","4320453","-29.390400000000","-52.268500000000","344"
"Sertão","4320503","-27.979800000000","-52.258800000000","11.466"
"Sertão Santana","4320552","-30.456199999990","-51.601700000000","23.255"
"Sete de Setembro","4320578","-28.136199999990","-54.463700000000","2.422"
"Severiano de Almeida","4320602","-27.436199999990","-52.121699999990","6.051"
"Silveira Martins","4320651","-29.646699999990","-53.591000000000","111"
"Sinimbu","4320677","-29.535699999990","-52.530500000000","10.329"
"Sobradinho","4320701","-29.419400000000","-53.032600000000","23.129"
"Soledade","4320800","-28.830600000000","-52.513100000000","38.667"
"Tabaí","4320859","-29.643000000000","-51.682299999990","250"
"Tapejara","4320909","-28.065200000000","-52.009700000000","129.662"
"Tapera","4321006","-28.627700000000","-52.861199999990","56.530"
"Tapes","4321105","-30.668299999990","-51.399099999990","28.782"
"Taquara","4321204","-29.650500000000","-50.775300000000","101.018"
"Taquari","4321303","-29.794300000000","-51.865299999990","105.029"
"Taquaruçu do Sul","4321329","-27.400400000000","-53.470300000000","3.506"
"Tavares","4321352","-31.284300000000","-51.088000000000","8.072"
