"Município","ibge","latitude","longitude","/Energia Elétr...a/Consumo/Total 1998 (MWh)"
"Barra do Rio Azul","4301925","-27.406800000000","-52.408400000000","1.774"
"Barra Funda","4301958","-27.920500000000","-53.039099999990","3.978"
"Barracão","4301800","-27.673900000000","-51.458599999990","3.382"
"Barros Cassal","4302006","-29.094700000000","-52.583599999990","5.089"
"Benjamin Constant do Sul","4302055","-27.508600000000","-52.599499999990","898"
"Bento Gonçalves","4302105","-29.166200000000","-51.516500000000","219.870"
"Boa Vista das Missões","4302154","-27.667100000000","-53.310200000000","46"
"Boa Vista do Buricá","4302204","-27.669300000000","-54.108199999990","7.876"
"Boa Vista do Sul","4302253","-29.354399999990","-51.668700000000","1.268"
"Bom Jesus","4302303","-28.669699999990","-50.429499999990","10.374"
"Bom Princípio","4302352","-29.485600000000","-51.354799999990","20.024"
"Bom Progresso","4302378","-27.539899999990","-53.871600000000","1.795"
"Bom Retiro do Sul","4302402","-29.608599999990","-51.946399999990","13.945"
"Boqueirão do Leão","4302451","-29.304600000000","-52.428400000000","436"
"Bossoroca","4302501","-28.729099999990","-54.903500000000","96"
"Braga","4302600","-27.617300000000","-53.740499999990","2.669"
"Brochier","4302659","-29.550100000000","-51.594499999990","4.147"
"Butiá","4302709","-30.117899999990","-51.960099999990","28.112"
"Caçapava do Sul","4302808","-30.514399999990","-53.482700000000","39.506"
"Cacequi","4302907","-29.888300000000","-54.822000000000","12.602"
"Cachoeira do Sul","4303004","-30.033000000000","-52.892800000000","92.833"
"Cachoeirinha","4303103","-29.947199999990","-51.101599999990","181.808"
"Cacique Doble","4303202","-27.766999999990","-51.659700000000","3.273"
"Caiçara","4303400","-27.279100000000","-53.425699999990","3.104"
"Camaquã","4303509","-30.848900000000","-51.804299999990","91.258"
"Camargo","4303558","-28.588000000000","-52.200299999990","1.011"
"Cambará do Sul","4303608","-29.047400000000","-50.146500000000","10.866"
"Campestre da Serra","4303673","-28.792600000000","-51.094099999990","2.848"
"Campina das Missões","4303707","-27.988800000000","-54.841700000000","2.648"
"Campinas do Sul","4303806","-27.717400000000","-52.624800000000","8.228"
"Campo Bom","4303905","-29.674700000000","-51.060600000000","140.967"
"Campo Novo","4304002","-27.679200000000","-53.805199999990","6.907"
"Candelária","4304200","-29.668399999990","-52.789499999990","29.756"
"Cândido Godói","4304309","-27.951499999990","-54.751700000000","10.823"
"Candiota","4304358","-31.551500000000","-53.677300000000","63.520"
"Canela","4304408","-29.356000000000","-50.811900000000","68.590"
"Canguçu","4304507","-31.396000000000","-52.678199999990","22.304"
"Canoas","4304606","-29.912800000000","-51.185699999990","494.584"
"Capão da Canoa","4304630","-29.639700000000","-49.959899999990","52.533"
"Capão do Leão","4304663","-31.756499999990","-52.488900000000","34.257"
"Capela de Santana","4304689","-29.696100000000","-51.328000000000","11.347"
"Capivari do Sul","4304671","-30.138200000000","-50.515099999990","11.533"
"Caraá","4304713","-29.786899999990","-50.431600000000","3.241"
"Carazinho","4304705","-28.295800000000","-52.793300000000","88.824"
"Carlos Barbosa","4304804","-29.296900000000","-51.502899999990","89.496"
"Carlos Gomes","4304853","-27.716699999990","-51.912100000000","924"
"Casca","4304903","-28.560500000000","-51.981499999990","13.727"
"Caseiros","4304952","-28.258199999990","-51.686100000000","1.957"
"Catuípe","4305009","-28.255400000000","-54.013199999990","12.292"
"Caxias do Sul","4305108","-29.162900000000","-51.179200000000","821.044"
"Centenário","4305116","-27.761600000000","-51.998399999990","1.588"
"Cerrito","4305124","-31.841899999990","-52.800400000000","4.091"
"Cerro Branco","4305132","-29.657000000000","-52.940600000000","29"
"Cerro Grande","4305157","-27.610600000000","-53.167200000000","46"
"Cerro Grande do Sul","4305173","-30.590499999990","-51.741799999990","3.169"
"Cerro Largo","4305207","-28.146200000000","-54.742800000000","24.348"
"Charqueadas","4305355","-29.962500000000","-51.628900000000","225.679"
"Charrua","4305371","-27.949300000000","-52.015000000000","653"
"Chiapetta","4305405","-27.922999999990","-53.941899999990","3.429"
"Chuí","4305439","-33.686599999990","-53.459400000000","9.045"
"Chuvisca","4305447","-30.750399999990","-51.973700000000","1.650"
"Cidreira","4305454","-30.160399999990","-50.233800000000","23.133"
"Ciríaco","4305504","-28.341899999990","-51.874099999990","6.323"
"Colinas","4305587","-29.381499999990","-51.852600000000","2.788"
"Constantina","4305801","-27.731999999990","-52.993800000000","9.236"
"Coronel Bicaco","4305900","-27.719700000000","-53.702199999990","5.826"
"Cotiporã","4305959","-28.989100000000","-51.697099999990","4.224"
"Coxilha","4305975","-28.128000000000","-52.302300000000","2.860"
"Crissiumal","4306007","-27.499900000000","-54.099400000000","14.923"
"Cristal","4306056","-31.004600000000","-52.043599999990","5.767"
"Cruz Alta","4306106","-28.645000000000","-53.604799999990","90.280"
"Cruzeiro do Sul","4306205","-29.514800000000","-51.992800000000","13.987"
"David Canabarro","4306304","-28.384899999990","-51.848199999990","1.794"
"Derrubadas","4306320","-27.264199999990","-53.864500000000","2.248"
"Dezesseis de Novembro","4306353","-28.219000000000","-55.061700000000","2.070"
"Dilermando de Aguiar","4306379","-29.705400000000","-54.212200000000","1.741"
"Dois Irmãos","4306403","-29.583600000000","-51.089799999990","36.186"
"Dois Irmãos das Missões","4306429","-27.662099999990","-53.530400000000","18.692"
"Dois Lajeados","4306452","-28.983000000000","-51.839599999990","2.658"
"Dom Feliciano","4306502","-30.700399999990","-52.102600000000","3.866"
"Dom Pedrito","4306601","-30.975600000000","-54.669400000000","47.410"
"Dom Pedro de Alcântara","4306551","-29.363900000000","-49.853000000000","1.985"
"Doutor Maurício Cardoso","4306734","-27.510300000000","-54.357799999990","5.477"
"Doutor Ricardo","4306759","-29.084000000000","-51.997100000000","1.658"
"Eldorado do Sul","4306767","-30.084700000000","-51.618699999990","83.618"
"Encantado","4306809","-29.235099999990","-51.870300000000","47.792"
"Encruzilhada do Sul","4306908","-30.542999999990","-52.520400000000","15.761"
"Engenho Velho","4306924","-27.706000000000","-52.914499999990","1.368"
"Entre Rios do Sul","4306957","-27.529800000000","-52.734699999990","2.436"
"Entre-ijuís","4306932","-28.368600000000","-54.268599999990","17.041"
"Erebango","4306973","-27.854399999990","-52.300500000000","2.677"
"Erechim","4307005","-27.636399999990","-52.269700000000","152.420"
"Ernestina","4307054","-28.497699999990","-52.583599999990","5.836"
"Erval Grande","4307203","-27.392600000000","-52.573999999990","3.224"
"Erval Seco","4307302","-27.544300000000","-53.500500000000","4.483"
"Esmeralda","4307401","-28.051800000000","-51.193300000000","2.682"
"Esperança do Sul","4307450","-27.360299999990","-53.989100000000","2.107"
"Espumoso","4307500","-28.728600000000","-52.846100000000","26.013"
"Estação","4307559","-27.913499999990","-52.263500000000","16.634"
"Estância Velha","4307609","-29.653500000000","-51.184300000000","93.805"
"Esteio","4307708","-29.852000000000","-51.184100000000","256.533"
"Estrela","4307807","-29.501600000000","-51.960500000000","66.081"
"Estrela Velha","4307815","-29.171299999990","-53.163899999990","..."
"Eugênio de Castro","4307831","-28.531500000000","-54.150599999990","2.560"
"Fagundes Varela","4307864","-28.879400000000","-51.701400000000","3.114"
"Farroupilha","4307906","-29.222700000000","-51.341900000000","120.992"
"Faxinal do Soturno","4308003","-29.578800000000","-53.448399999990","21.991"
"Faxinalzinho","4308052","-27.423800000000","-52.678899999990","1.876"
"Fazenda Vilanova","4308078","-29.588500000000","-51.821700000000","2.011"
"Feliz","4308102","-29.452700000000","-51.303199999990","22.257"
"Flores da Cunha","4308201","-29.026199999990","-51.187500000000","49.268"
"Formigueiro","4308409","-30.003499999990","-53.495899999990","5.305"
"Fortaleza dos Valos","4308458","-28.798600000000","-53.224899999990","2.966"
"Frederico Westphalen","4308508","-27.358599999990","-53.395800000000","32.298"
"Garibaldi","4308607","-29.259000000000","-51.535200000000","75.251"
"Garruchos","4308656","-28.194400000000","-55.638300000000","1.641"
"Gaurama","4308706","-27.585599999990","-52.091500000000","6.863"
"General Câmara","4308805","-29.903199999990","-51.761200000000","5.493"
"Gentil","4308854","-28.431600000000","-52.033700000000","478"
"Getúlio Vargas","4308904","-27.891100000000","-52.229399999990","23.792"
"Giruá","4309001","-28.029699999990","-54.351700000000","24.307"
"Glorinha","4309050","-29.879799999990","-50.773400000000","6.279"
"Gramado","4309100","-29.373300000000","-50.876199999990","49.693"
"Gramado dos Loureiros","4309126","-27.442900000000","-52.914900000000","522"
"Gramado Xavier","4309159","-29.270600000000","-52.579500000000","549"
"Gravataí","4309209","-29.941299999990","-50.986899999990","459.638"
"Guabiju","4309258","-28.542100000000","-51.694800000000","1.553"
"Guaíba","4309308","-30.108599999990","-51.323300000000","191.056"
"Guaporé","4309407","-28.839900000000","-51.889499999990","30.385"
"Guarani das Missões","4309506","-28.149100000000","-54.562899999990","10.417"
"Harmonia","4309555","-29.545600000000","-51.418500000000","5.008"
"Herval","4307104","-32.024000000000","-53.394399999990","4.647"
"Herveiras","4309571","-29.455200000000","-52.655299999990","995"
"Horizontina","4309605","-27.628200000000","-54.305300000000","39.793"
"Hulha Negra","4309654","-31.406700000000","-53.866700000000","14.922"
"Humaitá","4309704","-27.569099999990","-53.969499999990","5.563"
"Ibarama","4309753","-29.420300000000","-53.129500000000","2.218"
"Ibiraiaras","4309902","-28.374099999990","-51.637700000000","6.367"
"Ibirapuitã","4309951","-28.624700000000","-52.515799999990","3.936"
"Ibirubá","4310009","-28.630199999990","-53.096100000000","33.077"
"Igrejinha","4310108","-29.569299999990","-50.791899999990","38.974"
"Ijuí","4310207","-28.388100000000","-53.920000000000","111.195"
"Ilópolis","4310306","-28.928200000000","-52.125799999990","3.597"
"Imbé","4310330","-29.975300000000","-50.128100000000","30.438"
"Imigrante","4310363","-29.350800000000","-51.774700000000","6.227"
"Independência","4310405","-27.835400000000","-54.188600000000","8.977"
"Inhacorá","4310413","-27.875200000000","-54.015000000000","1.888"
"Ipê","4310439","-28.817100000000","-51.285899999990","4.584"
"Ipiranga do Sul","4310462","-27.940400000000","-52.427100000000","1.792"
"Iraí","4310504","-27.195100000000","-53.254300000000","5.567"
"Itaara","4310538","-29.601299999990","-53.772500000000","6.239"
"Itacurubi","4310553","-28.791300000000","-55.244700000000","3.139"
"Itapuca","4310579","-28.776800000000","-52.169300000000","69"
"Itaqui","4310603","-29.131000000000","-56.551499999990","109.337"
"Itatiba do Sul","4310702","-27.384599999990","-52.453800000000","2.984"
"Ivorá","4310751","-29.523199999990","-53.584200000000","406"
"Ivoti","4310801","-29.599499999990","-51.153300000000","33.042"
"Jacutinga","4310900","-27.729099999990","-52.537199999990","4.331"
"Jaguarão","4311007","-32.560400000000","-53.377000000000","35.881"
"Jaguari","4311106","-29.493600000000","-54.703000000000","10.478"
"Jaquirana","4311122","-28.881100000000","-50.363700000000","3.891"
"Jari","4311130","-29.292200000000","-54.223700000000","259"
"Jóia","4311155","-28.643500000000","-54.114100000000","4.548"
"Júlio de Castilhos","4311205","-29.229800000000","-53.677199999990","20.233"
"Lagoa dos Três Cantos","4311270","-28.567599999990","-52.861800000000","823"
"Lagoa Vermelha","4311304","-28.209299999990","-51.524799999990","30.078"
"Lagoão","4311254","-29.234800000000","-52.799700000000","270"
"Lajeado","4311403","-29.459099999990","-51.964399999990","286.128"
"Lajeado do Bugre","4311429","-27.691299999990","-53.181800000000","241"
"Lavras do Sul","4311502","-30.807099999990","-53.893099999990","5.348"
"Liberato Salzano","4311601","-27.600999999990","-53.075299999990","3.203"
"Lindolfo Collor","4311627","-29.585899999990","-51.214100000000","8.914"
"Linha Nova","4311643","-29.467900000000","-51.200299999990","1.095"
"Maçambará","4311718","-29.144500000000","-56.067399999990","5.203"
"Machadinho","4311700","-27.566700000000","-51.666800000000","3.705"
"Mampituba","4311734","-29.213600000000","-49.931100000000","1.375"
"Manoel Viana","4311759","-29.585899999990","-55.484099999990","4.698"
"Maquiné","4311775","-29.679800000000","-50.207900000000","5.968"
"Maratá","4311791","-29.545700000000","-51.557299999990","1.940"
"Marau","4311809","-28.449800000000","-52.198599999990","94.290"
"Marcelino Ramos","4311908","-27.467600000000","-51.909500000000","6.723"
"Mariana Pimentel","4311981","-30.353100000000","-51.580300000000","2.046"
"Mariano Moro","4312005","-27.356800000000","-52.146700000000","2.176"
"Mata","4312104","-29.564900000000","-54.464100000000","4.015"
"Mato Leitão","4312153","-29.528500000000","-52.127800000000","4.259"
"Maximiliano de Almeida","4312203","-27.632500000000","-51.802100000000","5.117"
"Minas do Leão","4312252","-30.134599999990","-52.042299999990","7.436"
"Miraguaí","4312302","-27.497000000000","-53.689100000000","3.065"
"Montauri","4312351","-28.646200000000","-52.076700000000","908"
"Monte Alegre dos Campos","4312377","-28.680499999990","-50.783400000000","1.140"
"Monte Belo do Sul","4312385","-29.160699999990","-51.633299999990","2.467"
"Montenegro","4312401","-29.682400000000","-51.467900000000","95.531"
"Mormaço","4312427","-28.696800000000","-52.699900000000","1.163"
"Morrinhos do Sul","4312443","-29.357800000000","-49.932800000000","2.727"
"Morro Redondo","4312450","-31.588699999990","-52.626100000000","5.156"
"Morro Reuter","4312476","-29.537900000000","-51.081099999990","7.731"
"Mostardas","4312500","-31.105399999990","-50.916699999990","19.027"
"Muçum","4312609","-29.163000000000","-51.871400000000","8.165"
"Muitos Capões","4312617","-28.313199999990","-51.183599999990","2.638"
"Muliterno","4312625","-28.325299999990","-51.769700000000","150"
"Não-Me-Toque","4312658","-28.454799999990","-52.818199999990","21.476"
"Nonoai","4312708","-27.368900000000","-52.775599999990","11.054"
"Nova Alvorada","4312757","-28.682200000000","-52.163100000000","2.292"
"Nova Araçá","4312807","-28.653700000000","-51.745800000000","6.893"
"Nova Bassano","4312906","-28.729099999990","-51.707200000000","19.647"
"Nova Boa Vista","4312955","-27.992599999990","-52.978400000000","1.983"
"Nova Bréscia","4313003","-29.218200000000","-52.031900000000","4.360"
"Nova Candelária","4313011","-27.613700000000","-54.107399999990","2.831"
"Nova Esperança do Sul","4313037","-29.406600000000","-54.829300000000","6.801"
"Nova Hartz","4313060","-29.580700000000","-50.905099999990","18.655"
"Nova Pádua","4313086","-29.027500000000","-51.309800000000","2.745"
"Nova Petrópolis","4313201","-29.374099999990","-51.113500000000","29.145"
"Nova Prata","4313300","-28.779900000000","-51.611300000000","54.824"
"Nova Roma do Sul","4313359","-28.988199999990","-51.409500000000","3.447"
"Nova Santa Rita","4313375","-29.852499999990","-51.283700000000","58.837"
"Novo Barreiro","4313490","-27.907699999990","-53.110300000000","1.983"
"Novo Cabrais","4313391","-29.733799999990","-52.948900000000","317"
"Novo Hamburgo","4313409","-29.687600000000","-51.132800000000","443.688"
"Novo Machado","4313425","-27.576499999990","-54.503599999990","4.764"
"Osório","4313508","-29.888100000000","-50.266700000000","63.578"
"Paim Filho","4313607","-27.707500000000","-51.762999999990","3.644"
"Palmares do Sul","4313656","-30.253499999990","-50.510300000000","24.842"
"Palmeira das Missões","4313706","-27.900600000000","-53.313400000000","33.742"
"Palmitinho","4313805","-27.359600000000","-53.558000000000","4.871"
"Panambi","4313904","-28.283300000000","-53.502299999990","53.572"
"Pantano Grande","4313953","-30.190100000000","-52.372900000000","14.858"
"Paraí","4314001","-28.596399999990","-51.789600000000","10.677"
"Paraíso do Sul","4314027","-29.671700000000","-53.143999999990","6.281"
"Pareci Novo","4314035","-29.636500000000","-51.397399999990","3.290"
"Parobé","4314050","-29.624300000000","-50.831200000000","72.395"
"Passa Sete","4314068","-29.457699999990","-52.959899999990","1.583"
"Passo do Sobrado","4314076","-29.748000000000","-52.274799999990","6.546"
"Passo Fundo","4314100","-28.257600000000","-52.409100000000","255.730"
"Paverama","4314159","-29.548500000000","-51.733899999990","2.934"
"Pedro Osório","4314209","-31.864200000000","-52.818399999990","7.032"
"Pejuçara","4314308","-28.428300000000","-53.657899999990","3.892"
"Pelotas","4314407","-31.764900000000","-52.337100000000","378.079"
"Picada Café","4314423","-29.446400000000","-51.136699999990","10.513"
"Pinhal Grande","4314472","-29.344999999990","-53.320700000000","2.737"
"Pinheirinho do Vale","4314498","-27.210899999990","-53.607999999990","2.146"
"Pinheiro Machado","4314506","-31.579400000000","-53.379800000000","55.977"
"Pirapó","4314555","-28.043900000000","-55.200099999990","1.783"
"Piratini","4314605","-31.447299999990","-53.097299999990","10.224"
"Planalto","4314704","-27.329699999990","-53.057500000000","8.213"
"Ponte Preta","4314787","-27.658700000000","-52.484800000000","1.522"
"Portão","4314803","-29.701499999990","-51.242899999990","46.778"
"Porto Alegre","4314902","-30.032778000000","-51.230000000000","2.721.112"
"Porto Lucena","4315008","-27.856900000000","-55.009999999990","3.166"
"Porto Mauá","4315057","-27.579599999990","-54.665700000000","2.090"
"Porto Vera Cruz","4315073","-27.740500000000","-54.899400000000","809"
"Porto Xavier","4315107","-27.908200000000","-55.137900000000","8.886"
"Presidente Lucena","4315149","-29.517600000000","-51.179800000000","3.227"
"Protásio Alves","4315172","-28.757200000000","-51.475700000000","1.806"
"Putinga","4315206","-29.004500000000","-52.156900000000","3.058"
"Quaraí","4315305","-30.384000000000","-56.448300000000","21.632"
"Quevedos","4315321","-29.350400000000","-54.078899999990","853"
"Quinze de Novembro","4315354","-28.746500000000","-53.101100000000","1.727"
"Redentora","4315404","-27.664000000000","-53.640700000000","4.217"
"Relvado","4315453","-29.116399999990","-52.077800000000","1.792"
"Restinga Sêca","4315503","-29.818800000000","-53.380699999990","1.669"
"Rio dos Índios","4315552","-27.297300000000","-52.841700000000","1.752"
"Rio Grande","4315602","-32.034900000000","-52.107100000000","352.264"
"Rio Pardo","4315701","-29.988000000000","-52.371099999990","37.241"
"Riozinho","4315750","-29.638999999990","-50.448799999990","4.732"
"Roca Sales","4315800","-29.288399999990","-51.865800000000","16.542"
"Rolante","4316006","-29.646200000000","-50.581899999990","20.713"
"Ronda Alta","4316105","-27.775800000000","-52.805599999990","6.255"
"Rondinha","4316204","-27.831499999990","-52.908099999990","5.051"
"Roque Gonzales","4316303","-28.129700000000","-55.026600000000","4.944"
"Rosário do Sul","4316402","-30.251500000000","-54.922100000000","32.781"
"Sagrada Família","4316428","-27.708500000000","-53.135100000000","961"
"Saldanha Marinho","4316436","-28.394100000000","-53.097000000000","2.174"
"Salto do Jacuí","4316451","-29.095099999990","-53.213299999990","9.025"
"Salvador das Missões","4316477","-28.123300000000","-54.837299999990","2.040"
"Salvador do Sul","4316501","-29.438600000000","-51.507700000000","1.220"
"Sananduva","4316600","-27.946999999990","-51.807899999990","19.928"
"Santa Bárbara do Sul","4316709","-28.365300000000","-53.250999999990","10.381"
"Santa Clara do Sul","4316758","-29.474699999990","-52.084299999990","103"
"Santa Cruz do Sul","4316808","-29.722000000000","-52.434300000000","245.799"
"Santa Maria","4316907","-29.686800000000","-53.814999999990","298.252"
"Santa Maria do Herval","4316956","-29.490200000000","-50.991900000000","6.155"
"Santa Rosa","4317202","-27.870200000000","-54.479599999990","108.958"
"Santa Tereza","4317251","-29.165500000000","-51.735100000000","2.830"
"Santa Vitória do Palmar","4317301","-33.524999999990","-53.371699999990","40.964"
"Santana da Boa Vista","4317004","-30.869700000000","-53.109999999990","3.152"
"Santana do Livramento","4317103","-30.887699999990","-55.531500000000","82.274"
"Santiago","4317400","-29.189699999990","-54.866599999990","42.284"
"Santo Ângelo","4317509","-28.300100000000","-54.266800000000","97.957"
"Santo Antônio da Patrulha","4317608","-29.826799999990","-50.517499999990","40.983"
"Santo Antônio das Missões","4317707","-28.513999999990","-55.225099999990","1.663"
"Santo Antônio do Palma","4317558","-28.495600000000","-52.026699999990","1.642"
"Santo Augusto","4317806","-27.852599999990","-53.777600000000","18.756"
"Santo Cristo","4317905","-27.826300000000","-54.661999999990","20.940"
"Santo Expedito do Sul","4317954","-27.907399999990","-51.643300000000","775"
"São Borja","4318002","-28.657800000000","-56.003599999990","96.217"
"São Domingos do Sul","4318051","-28.531199999990","-51.886000000000","1.424"
"São Francisco de Assis","4318101","-29.554700000000","-55.125300000000","11.743"
"São Francisco de Paula","4318200","-29.440400000000","-50.582799999990","22.526"
"São Gabriel","4318309","-30.333700000000","-54.321700000000","50.329"
"São Jerônimo","4318408","-29.971599999990","-51.725099999990","17.015"
"São João da Urtiga","4318424","-27.819500000000","-51.825699999990","2.746"
"São João do Polêsine","4318432","-29.619399999990","-53.443899999990","46"
"São Jorge","4318440","-28.498400000000","-51.706400000000","3.014"
"São José das Missões","4318457","-27.778900000000","-53.122599999990","1.294"
"São José do Hortêncio","4318481","-29.527999999990","-51.245000000000","6.433"
"São José do Inhacorá","4318499","-27.725100000000","-54.127499999990","1.621"
"São José do Norte","4318507","-32.015099999990","-52.033099999990","8.243"
"São José do Ouro","4318606","-27.770700000000","-51.596600000000","7.402"
"São José dos Ausentes","4318622","-28.747599999990","-50.067700000000","2.484"
"São Leopoldo","4318705","-29.754500000000","-51.149799999990","356.876"
"São Lourenço do Sul","4318804","-31.356400000000","-51.971499999990","38.145"
"São Luiz Gonzaga","4318903","-28.411999999990","-54.955900000000","57.416"
"São Marcos","4319000","-28.967700000000","-51.069600000000","32.758"
"São Martinho","4319109","-27.711200000000","-53.969900000000","6.279"
"São Martinho da Serra","4319125","-29.539700000000","-53.859000000000","1.955"
"São Miguel das Missões","4319158","-28.556000000000","-54.555900000000","246"
"São Nicolau","4319208","-28.183399999990","-55.265400000000","3.442"
"São Paulo das Missões","4319307","-28.019500000000","-54.940399999990","4.002"
"São Pedro do Butiá","4319372","-28.124300000000","-54.892600000000","5.790"
"São Pedro do Sul","4319406","-29.620200000000","-54.185499999990","11.652"
"São Sebastião do Caí","4319505","-29.588500000000","-51.374899999990","28.385"
"São Sepé","4319604","-30.164300000000","-53.560299999990","28.989"
"São Valentim","4319703","-27.558299999990","-52.523699999990","3.506"
"São Valentim do Sul","4319711","-29.045100000000","-51.768400000000","2.458"
"São Valério do Sul","4319737","-27.790600000000","-53.936799999990","1.024"
"São Vendelino","4319752","-29.372900000000","-51.367500000000","1.765"
"São Vicente do Sul","4319802","-29.688199999990","-54.682600000000","7.763"
"Sapiranga","4319901","-29.634899999990","-51.006500000000","102.464"
"Sapucaia do Sul","4320008","-29.827600000000","-51.145000000000","493.489"
"Sarandi","4320107","-27.942000000000","-52.923099999990","26.529"
"Seberi","4320206","-27.482900000000","-53.402600000000","7.356"
"Sede Nova","4320230","-27.636700000000","-53.949300000000","2.587"
"Segredo","4320263","-29.352300000000","-52.976700000000","1.981"
"Selbach","4320305","-28.629400000000","-52.949800000000","341"
"Senador Salgado Filho","4320321","-28.025000000000","-54.550699999990","167"
"Sentinela do Sul","4320354","-30.610700000000","-51.586199999990","8.000"
"Serafina Corrêa","4320404","-28.712599999990","-51.935299999990","28.232"
"Sério","4320453","-29.390400000000","-52.268500000000","158"
"Sertão","4320503","-27.979800000000","-52.258800000000","8.296"
"Sertão Santana","4320552","-30.456199999990","-51.601700000000","7.494"
"Sete de Setembro","4320578","-28.136199999990","-54.463700000000","1.039"
"Severiano de Almeida","4320602","-27.436199999990","-52.121699999990","3.548"
"Sinimbu","4320677","-29.535699999990","-52.530500000000","5.344"
"Sobradinho","4320701","-29.419400000000","-53.032600000000","13.164"
"Soledade","4320800","-28.830600000000","-52.513100000000","30.246"
"Tabaí","4320859","-29.643000000000","-51.682299999990","137"
"Tapejara","4320909","-28.065200000000","-52.009700000000","26.576"
"Tapera","4321006","-28.627700000000","-52.861199999990","23.727"
"Tapes","4321105","-30.668299999990","-51.399099999990","20.086"
"Taquara","4321204","-29.650500000000","-50.775300000000","63.582"
"Taquari","4321303","-29.794300000000","-51.865299999990","81.330"
"Taquaruçu do Sul","4321329","-27.400400000000","-53.470300000000","1.524"
"Tavares","4321352","-31.284300000000","-51.088000000000","3.343"
"Tenente Portela","4321402","-27.371099999990","-53.758499999990","12.630"
"Terra de Areia","4321436","-29.578199999990","-50.064399999990","10.433"
"Teutônia","4321451","-29.448200000000","-51.804400000000","422"
"Tiradentes do Sul","4321477","-27.402200000000","-54.081400000000","4.306"
"Toropi","4321493","-29.478200000000","-54.224400000000","1.454"
"Torres","4321501","-29.333400000000","-49.733300000000","52.459"
"Tramandaí","4321600","-29.984100000000","-50.132199999990","48.316"
"Travesseiro","4321626","-29.297699999990","-52.053199999990","16"
"Três Arroios","4321634","-27.500299999990","-52.144799999990","2.478"
"Três Cachoeiras","4321667","-29.448699999990","-49.927500000000","8.535"
"Três Coroas","4321709","-29.513700000000","-50.773899999990","29.718"
"Três de Maio","4321808","-27.780000000000","-54.235700000000","32.548"
"Três Forquilhas","4321832","-29.538399999990","-50.070799999990","2.150"
"Três Palmeiras","4321857","-27.613900000000","-52.843699999990","2.913"
"Três Passos","4321907","-27.455500000000","-53.929600000000","39.789"
"Trindade do Sul","4321956","-27.523900000000","-52.895600000000","3.128"
"Triunfo","4322004","-29.929099999990","-51.707500000000","1.005.745"
"Tucunduva","4322103","-27.657299999990","-54.443899999990","6.839"
"Tunas","4322152","-29.103899999990","-52.953800000000","197"
"Tupanci do Sul","4322186","-27.924099999990","-51.538300000000","1.066"
"Tupanciretã","4322202","-29.085799999990","-53.844499999990","23.553"
"Tupandi","4322251","-29.477200000000","-51.417400000000","2.881"
"Tuparendi","4322301","-27.759799999990","-54.481400000000","10.851"
"Turuçu","4322327","-31.417300000000","-52.170600000000","6.550"
"Ubiretama","4322343","-28.040400000000","-54.685899999990","954"
"União da Serra","4322350","-28.783300000000","-52.023800000000","985"
"Unistalda","4322376","-29.039999999990","-55.151699999990","972"
"Uruguaiana","4322400","-29.761399999990","-57.085299999990","171.375"
